state,district,total_ipc_crimes,total_sll_crimes,total_crime_burden,violent_crime_total,property_crime_total,arms_act_cases,ndps_narcotics_cases,contraband_enforcement_total,crimes_against_women_total,crimes_against_children_total,crimes_against_sc_total,crimes_against_st_total,sc_st_atrocities_total,juvenile_ipc_crimes_total,cybercrimes_total,missing_persons_total,missing_children_total,violent_crime_ratio,property_crime_ratio,women_vulnerability_share,child_vulnerability_share,caste_atrocity_share,juvenile_delinquency_ratio,cyber_crime_intensity_per_1k,trafficking_vulnerability_proxy
Uttar Pradesh,Hardoi,21656,17512,39168,309,626,892,2801,3693,6121,4749,1396,0,1396,0,325,851,212,0.0143,0.0289,0.2826,0.2193,0.0645,0.0,15.0074,0.0878
Uttar Pradesh,Hathras,9951,13704,23655,380,425,300,596,896,2468,1039,575,0,575,0,211,161,20,0.0382,0.0427,0.248,0.1044,0.0578,0.0,21.2039,0.0554
Uttar Pradesh,Jalaun,9319,4531,13850,106,314,403,861,1264,1207,568,350,0,350,0,216,0,0,0.0114,0.0337,0.1295,0.061,0.0376,0.0,23.1785,0.0
Uttar Pradesh,Jaunpur,21288,10416,31704,498,957,485,1039,1524,3039,1428,1208,0,1208,7,776,287,56,0.0234,0.045,0.1428,0.0671,0.0567,0.0003,36.4525,0.1677
Uttar Pradesh,Jhansi,15113,10138,25251,207,528,518,2287,2805,2107,659,923,0,923,0,300,0,0,0.0137,0.0349,0.1394,0.0436,0.0611,0.0,19.8505,0.0
Uttar Pradesh,Kannauj,8630,3236,11866,235,158,268,415,683,3011,1706,516,0,516,0,201,925,604,0.0272,0.0183,0.3489,0.1977,0.0598,0.0,23.2908,1.2557
Uttar Pradesh,Kanpur Commissionarate,31939,7465,39404,311,2059,272,1256,1528,6405,1689,1106,0,1106,155,2052,3168,768,0.0097,0.0645,0.2005,0.0529,0.0346,0.0049,64.2475,1.4741
Uttar Pradesh,Kanpur Dehat,9982,8377,18359,204,303,184,420,604,2025,312,815,0,815,0,197,2382,288,0.0204,0.0304,0.2029,0.0313,0.0816,0.0,19.7355,288.0
Uttar Pradesh,Kasganj,9416,9356,18772,302,395,339,527,866,2689,1349,354,0,354,0,135,0,0,0.0321,0.0419,0.2856,0.1433,0.0376,0.0,14.3373,0.0
Uttar Pradesh,Kaushambi,7957,9736,17693,192,316,64,541,605,1449,785,1116,0,1116,0,184,0,0,0.0241,0.0397,0.1821,0.0987,0.1403,0.0,23.1243,0.0
Uttar Pradesh,Khiri,28476,17014,45490,297,494,577,3577,4154,3271,1852,1240,0,1240,0,224,352,352,0.0104,0.0173,0.1149,0.065,0.0435,0.0,7.8663,0.4632
Uttar Pradesh,Kushi Nagar,21458,8479,29937,344,498,140,988,1128,3708,3834,1262,0,1262,396,700,268,160,0.016,0.0232,0.1728,0.1787,0.0588,0.0185,32.6219,0.1157
Uttar Pradesh,Lalitpur,8731,11781,20512,67,154,126,1265,1391,390,0,497,0,497,0,256,0,0,0.0077,0.0176,0.0447,0.0,0.0569,0.0,29.3208,0.0
Uttar Pradesh,Lucknow Commissionarate,47287,48904,96191,544,4270,249,423,672,8351,4086,1974,0,1974,0,5466,0,0,0.0115,0.0903,0.1766,0.0864,0.0417,0.0,115.592,0.0
Uttar Pradesh,Maharajganj,12041,7204,19245,149,369,80,1500,1580,1619,480,655,0,655,0,304,261,48,0.0124,0.0306,0.1345,0.0399,0.0544,0.0,25.2471,2.0
Uttar Pradesh,Mahoba,4477,10511,14988,95,188,706,1266,1972,1204,960,570,0,570,0,65,484,484,0.0212,0.042,0.2689,0.2144,0.1273,0.0,14.5187,1.9438
Uttar Pradesh,Mainpuri,13251,13555,26806,228,391,698,1032,1730,2344,1079,566,0,566,23,177,118,112,0.0172,0.0295,0.1769,0.0814,0.0427,0.0017,13.3575,0.2489
Uttar Pradesh,Mathura,22828,11337,34165,873,1459,1738,2017,3755,3812,758,516,0,516,0,710,156,156,0.0382,0.0639,0.167,0.0332,0.0226,0.0,31.1022,1.625
Uttar Pradesh,Mau,8530,8721,17251,266,484,260,223,483,1892,578,621,0,621,0,269,263,20,0.0312,0.0567,0.2218,0.0678,0.0728,0.0,31.5358,0.3279
Uttar Pradesh,Meerut,27439,23578,51017,643,1643,1165,1061,2226,5229,2066,842,0,842,0,907,1646,776,0.0234,0.0599,0.1906,0.0753,0.0307,0.0,33.0551,1.8216
Uttar Pradesh,Mirzapur,6826,8505,15331,156,384,273,1064,1337,1067,417,528,0,528,0,302,0,0,0.0229,0.0563,0.1563,0.0611,0.0774,0.0,44.2426,0.0
Uttar Pradesh,Moradabad,13953,10009,23962,105,650,969,794,1763,3233,392,542,0,542,0,96,0,0,0.0075,0.0466,0.2317,0.0281,0.0388,0.0,6.8802,0.0
Uttar Pradesh,Muzaffarnagar,14538,6063,20601,438,745,1208,564,1772,2579,515,517,0,517,369,584,0,0,0.0301,0.0512,0.1774,0.0354,0.0356,0.0254,40.1706,0.0
Uttar Pradesh,Pilibhit,13609,5746,19355,666,595,338,488,826,4774,1513,481,0,481,0,265,887,44,0.0489,0.0437,0.3508,0.1112,0.0353,0.0,19.4724,0.0753
Uttar Pradesh,Pratapgarh,19754,4489,24243,409,761,726,392,1118,2879,280,1494,0,1494,0,364,158,128,0.0207,0.0385,0.1457,0.0142,0.0756,0.0,18.4266,128.0
Uttar Pradesh,Prayagraj,32449,44150,76599,815,2301,340,777,1117,4822,801,1674,0,1674,190,2589,1814,452,0.0251,0.0709,0.1486,0.0247,0.0516,0.0059,79.7867,6.9538
Uttar Pradesh,Raibareilly,14327,11569,25896,270,495,686,1957,2643,2300,1408,1291,0,1291,0,285,703,196,0.0188,0.0346,0.1605,0.0983,0.0901,0.0,19.8925,0.4579
Uttar Pradesh,Rampur,9445,20785,30230,355,533,689,874,1563,3253,891,339,0,339,65,291,60,60,0.0376,0.0564,0.3444,0.0943,0.0359,0.0069,30.81,0.2667
Uttar Pradesh,Saharanpur,18888,8564,27452,344,1382,858,1524,2382,3057,668,775,0,775,96,1049,1115,224,0.0182,0.0732,0.1618,0.0354,0.041,0.0051,55.5379,224.0
Uttar Pradesh,Sambhal,14833,16050,30883,361,488,419,735,1154,2612,1106,405,0,405,0,352,196,28,0.0243,0.0329,0.1761,0.0746,0.0273,0.0,23.7309,0.1124
Uttar Pradesh,Sant Kabirnagar,7468,4378,11846,157,202,180,614,794,1333,572,524,0,524,0,190,351,84,0.021,0.027,0.1785,0.0766,0.0702,0.0,25.4419,1.4
Uttar Pradesh,Shahjahanpur,17584,32607,50191,289,353,1942,4767,6709,2175,831,1018,0,1018,0,337,1018,208,0.0164,0.0201,0.1237,0.0473,0.0579,0.0,19.1652,4.7273
Uttar Pradesh,Shamli,7114,3941,11055,175,442,498,618,1116,1343,384,187,0,187,59,322,343,52,0.0246,0.0621,0.1888,0.054,0.0263,0.0083,45.2629,8.6667
Uttar Pradesh,Shrawasti,4910,3001,7911,63,142,144,342,486,1245,693,521,0,521,4,89,646,124,0.0128,0.0289,0.2536,0.1411,0.1061,0.0008,18.1263,0.3658
Uttar Pradesh,Sidharthnagar,5372,5317,10689,213,219,378,1120,1498,1987,1040,472,0,472,90,127,0,0,0.0397,0.0408,0.3699,0.1936,0.0879,0.0168,23.6411,0.0
Uttar Pradesh,Sitapur,33687,10472,44159,214,523,900,2043,2943,4480,2836,1425,0,1425,0,280,1762,364,0.0064,0.0155,0.133,0.0842,0.0423,0.0,8.3118,0.2798
Uttar Pradesh,Sonbhadra,6769,10403,17172,205,335,114,1591,1705,1844,917,1343,31,1374,0,370,0,0,0.0303,0.0495,0.2724,0.1355,0.203,0.0,54.661,0.0
Uttar Pradesh,Sultanpur,17678,4091,21769,803,734,348,644,992,3827,1667,1404,0,1404,155,443,518,356,0.0454,0.0415,0.2165,0.0943,0.0794,0.0088,25.0594,0.6899
Uttar Pradesh,Unnao,20523,10005,30528,587,549,82,845,927,4151,1617,1940,0,1940,444,313,631,100,0.0286,0.0268,0.2023,0.0788,0.0945,0.0216,15.2512,0.3021
Uttar Pradesh,Varanasi Commissionarate,24739,3720,28459,365,1406,186,769,955,4607,2102,617,0,617,0,1260,1331,740,0.0148,0.0568,0.1862,0.085,0.0249,0.0,50.9317,1.265
Uttarakhand,Almora,1029,580,1609,51,24,1,211,212,324,200,25,0,25,32,41,181,88,0.0496,0.0233,0.3149,0.1944,0.0243,0.0311,39.8445,2.2
Uttarakhand,Bageshwar,352,226,578,20,25,8,77,85,87,56,4,0,4,0,24,150,36,0.0568,0.071,0.2472,0.1591,0.0114,0.0,68.1818,2.25
Uttarakhand,Chamoli,663,396,1059,45,34,2,104,106,208,129,13,13,26,13,24,267,48,0.0679,0.0513,0.3137,0.1946,0.0392,0.0196,36.1991,2.1818
Uttarakhand,Champawat,941,685,1626,66,92,16,257,273,270,241,10,4,14,0,48,272,140,0.0701,0.0978,0.2869,0.2561,0.0149,0.0,51.0096,2.4138
Uttarakhand,Cyber Cell,64,336,400,0,16,0,0,0,0,0,0,0,0,0,505,0,0,0.0,0.25,0.0,0.0,0.0,0.0,7890.625,0.0
Uttarakhand,Dehradun,15051,6773,21824,478,1025,427,1332,1759,3138,1886,64,8,72,118,676,3598,1192,0.0318,0.0681,0.2085,0.1253,0.0048,0.0078,44.914,2.228
Uttarakhand,Grp,838,86,924,14,181,14,14,28,8,19,4,0,4,0,0,54,12,0.0167,0.216,0.0095,0.0227,0.0048,0.0,0.0,1.7143
Uttarakhand,Haridwar,18094,20386,38480,769,1553,972,1914,2886,3299,2870,346,0,346,8,136,4257,1344,0.0425,0.0858,0.1823,0.1586,0.0191,0.0004,7.5163,2.7485
Uttarakhand,Nainital,3936,3693,7629,246,349,73,1096,1169,1087,812,28,0,28,79,119,1157,332,0.0625,0.0887,0.2762,0.2063,0.0071,0.0201,30.2337,1.5885
Uttarakhand,Pauri Garhwal,1377,700,2077,41,111,7,223,230,364,237,19,19,38,38,76,342,72,0.0298,0.0806,0.2643,0.1721,0.0276,0.0276,55.1924,1.3333
Uttarakhand,Pithoragarh,857,907,1764,44,50,0,249,249,274,188,24,0,24,15,76,247,124,0.0513,0.0583,0.3197,0.2194,0.028,0.0175,88.6814,5.6364
Uttarakhand,Rudra Prayag,498,452,950,47,36,1,131,132,95,80,8,0,8,0,24,233,44,0.0944,0.0723,0.1908,0.1606,0.0161,0.0,48.1928,1.6296
Uttarakhand,Tehri Garhwal,768,809,1577,30,62,10,231,241,215,143,26,0,26,0,32,423,180,0.0391,0.0807,0.2799,0.1862,0.0339,0.0,41.6667,180.0
Uttarakhand,Udhamsingh Nagar,9970,11815,21785,356,738,601,1907,2508,2193,1319,67,8,75,0,376,3141,828,0.0357,0.074,0.22,0.1323,0.0075,0.0,37.7131,6.9
Uttarakhand,Uttarkashi,482,473,955,26,29,2,140,142,175,120,4,0,4,4,7,235,64,0.0539,0.0602,0.3631,0.249,0.0083,0.0083,14.5228,4.0
West Bengal,Alipurduar,7083,1175,8258,189,328,14,297,311,2219,1072,0,4,4,41,4,3940,772,0.0267,0.0463,0.3133,0.1513,0.0006,0.0058,0.5647,1.8647
West Bengal,Asansol-Durgapur Pc,13432,2065,15497,399,740,96,344,440,2329,641,16,20,36,14,54,6318,1080,0.0297,0.0551,0.1734,0.0477,0.0027,0.001,4.0203,5.2683
West Bengal,Bangaon,10161,2059,12220,596,341,70,123,193,2418,269,4,8,12,0,80,4416,1188,0.0587,0.0336,0.238,0.0265,0.0012,0.0,7.8732,33.0
West Bengal,Bankura,11299,1186,12485,584,357,46,121,167,2431,951,16,17,33,89,12,5667,1356,0.0517,0.0316,0.2152,0.0842,0.0029,0.0079,1.062,3.4504
West Bengal,Barasat,17481,1247,18728,747,619,80,143,223,3850,1453,14,4,18,0,52,8413,2212,0.0427,0.0354,0.2202,0.0831,0.001,0.0,2.9747,4.0365
West Bengal,Barrackpur Pc,23674,2198,25872,558,1370,156,251,407,5605,1172,40,8,48,50,35,8881,2080,0.0236,0.0579,0.2368,0.0495,0.002,0.0021,1.4784,5.6216
West Bengal,Baruipur Police,20590,2872,23462,548,773,122,311,433,5769,2111,8,20,28,145,15,9186,3012,0.0266,0.0375,0.2802,0.1025,0.0014,0.007,0.7285,3.6553
West Bengal,Basirhat,12245,2511,14756,877,285,134,252,386,2540,1040,12,0,12,0,12,5975,2036,0.0716,0.0233,0.2074,0.0849,0.001,0.0,0.98,4.5144
West Bengal,Bidhannagar Pc,11131,763,11894,246,1223,60,78,138,1986,477,16,4,20,83,79,3406,748,0.0221,0.1099,0.1784,0.0429,0.0018,0.0075,7.0973,4.9536
West Bengal,Birbhum,14254,1661,15915,972,427,76,45,121,2078,760,16,16,32,0,0,0,0,0.0682,0.03,0.1458,0.0533,0.0022,0.0,0.0,0.0
West Bengal,Chandannagar Pc,6109,1481,7590,247,388,60,201,261,1781,131,0,0,0,0,0,3545,716,0.0404,0.0635,0.2915,0.0214,0.0,0.0,0.0,32.5455
West Bengal,Coochbehar,13246,2600,15846,1193,413,90,327,417,4478,1873,12,0,12,0,21,9435,2784,0.0901,0.0312,0.3381,0.1414,0.0009,0.0,1.5854,4.1306
West Bengal,Dakshin Dinajpur,9829,1248,11077,863,222,6,190,196,1968,1185,8,20,28,0,0,6428,2048,0.0878,0.0226,0.2002,0.1206,0.0028,0.0,0.0,4.0078
West Bengal,Darjeeling,4180,937,5117,116,224,12,226,238,973,556,24,16,40,0,0,1228,136,0.0278,0.0536,0.2328,0.133,0.0096,0.0,0.0,0.7432
West Bengal,Diamond Harbour Police,12619,2218,14837,623,364,106,238,344,3814,872,4,0,4,0,0,6567,1476,0.0494,0.0288,0.3022,0.0691,0.0003,0.0,0.0,4.0886
West Bengal,Hooghly Rural Police,13038,1956,14994,573,607,54,269,323,3001,1159,18,16,34,0,0,10297,2908,0.0439,0.0466,0.2302,0.0889,0.0026,0.0,0.0,6.3912
West Bengal,Howrah Grp,1356,431,1787,8,280,6,140,146,25,26,0,10,10,0,0,53,8,0.0059,0.2065,0.0184,0.0192,0.0074,0.0,0.0,0.8889
West Bengal,Howrah Pc,14949,2205,17154,535,741,116,229,345,2998,1258,28,0,28,0,0,6029,1388,0.0358,0.0496,0.2005,0.0842,0.0019,0.0,0.0,2.9722
West Bengal,Howrah Rural,10015,1720,11735,421,239,24,266,290,2386,1024,19,0,19,14,51,5099,1316,0.042,0.0239,0.2382,0.1022,0.0019,0.0014,5.0924,4.0368
West Bengal,Islampur,9346,1210,10556,756,183,48,98,146,1152,922,0,21,21,38,45,2808,1260,0.0809,0.0196,0.1233,0.0987,0.0022,0.0041,4.8149,2.8767
West Bengal,Jalpaiguri,8334,1809,10143,461,296,10,89,99,1922,999,4,8,12,23,21,4200,924,0.0553,0.0355,0.2306,0.1199,0.0014,0.0028,2.5198,3.0903
West Bengal,Jangipur Police District,8232,1531,9763,719,171,56,238,294,2047,374,4,0,4,2,18,3135,828,0.0873,0.0208,0.2487,0.0454,0.0005,0.0002,2.1866,12.0
West Bengal,Jhargram,3605,652,4257,120,130,0,86,86,1021,654,4,24,28,4,0,2498,992,0.0333,0.0361,0.2832,0.1814,0.0078,0.0011,0.0,4.6355
West Bengal,Kalimpong,918,329,1247,21,71,6,86,92,254,233,24,16,40,30,0,533,128,0.0229,0.0773,0.2767,0.2538,0.0436,0.0327,0.0,1.7067
West Bengal,Kharagpur Grp,1316,256,1572,12,279,0,134,134,39,35,0,4,4,0,0,31,16,0.0091,0.212,0.0296,0.0266,0.003,0.0,0.0,1.0667
West Bengal,Kolkata,36188,3751,39939,368,2684,108,112,220,6410,2107,28,0,28,33,70,1567,808,0.0102,0.0742,0.1771,0.0582,0.0008,0.0009,1.9343,1.6626
West Bengal,Krishnagar,17296,1320,18616,1244,542,68,322,390,3569,743,0,0,0,0,45,7849,2428,0.0719,0.0313,0.2063,0.043,0.0,0.0,2.6018,10.0747
West Bengal,Malda,32394,4021,36415,4088,813,86,546,632,5660,2801,29,13,42,0,3,4683,3984,0.1262,0.0251,0.1747,0.0865,0.0013,0.0,0.0926,5.7572
West Bengal,Murshidabad Police District,33760,2880,36640,2289,496,222,341,563,8183,2866,13,5,18,973,24,14396,4220,0.0678,0.0147,0.2424,0.0849,0.0005,0.0288,0.7109,5.2163
West Bengal,Paschim Medinipur,13682,3217,16899,427,647,14,32,46,3612,567,25,43,68,0,6,11250,4200,0.0312,0.0473,0.264,0.0414,0.005,0.0,0.4385,50.6024
West Bengal,Purab Medinipur,21676,1466,23142,854,1014,32,95,127,5693,2580,16,12,28,19,69,12877,5152,0.0394,0.0468,0.2626,0.119,0.0013,0.0009,3.1832,4.0567
West Bengal,Purba Bardhaman,21067,4173,25240,817,743,126,725,851,6317,2260,25,18,43,17,67,11104,3412,0.0388,0.0353,0.2999,0.1073,0.002,0.0008,3.1803,3.2433
West Bengal,Purulia,7599,3159,10758,316,185,18,437,455,1503,626,17,12,29,40,22,3774,912,0.0416,0.0243,0.1978,0.0824,0.0038,0.0053,2.8951,5.3333
West Bengal,Raiganj,9805,1424,11229,568,266,38,162,200,1385,472,12,8,20,106,0,4335,1092,0.0579,0.0271,0.1413,0.0481,0.002,0.0108,0.0,7.0
West Bengal,Ranaghat,12450,1415,13865,419,447,102,56,158,3770,1320,16,0,16,0,0,2971,1096,0.0337,0.0359,0.3028,0.106,0.0013,0.0,0.0,1.9028
West Bengal,Sealdah Grp,1472,200,1672,29,278,2,68,70,56,51,0,0,0,0,0,139,28,0.0197,0.1889,0.038,0.0346,0.0,0.0,0.0,2.1538
West Bengal,Siliguri Grp,867,341,1208,7,190,2,195,197,49,29,0,0,0,0,0,55,4,0.0081,0.2191,0.0565,0.0334,0.0,0.0,0.0,0.2667
West Bengal,Siliguri Pc,13681,3223,16904,427,932,74,405,479,2982,998,8,12,20,0,130,5299,1240,0.0312,0.0681,0.218,0.0729,0.0015,0.0,9.5022,4.2466
West Bengal,Sundarban Police,12098,1182,13280,406,287,46,92,138,4031,1343,0,0,0,0,6,6810,3408,0.0336,0.0237,0.3332,0.111,0.0,0.0,0.4959,6.9836
