state,district,total_ipc_crimes,total_sll_crimes,total_crime_burden,violent_crime_total,property_crime_total,arms_act_cases,ndps_narcotics_cases,contraband_enforcement_total,crimes_against_women_total,crimes_against_children_total,crimes_against_sc_total,crimes_against_st_total,sc_st_atrocities_total,juvenile_ipc_crimes_total,cybercrimes_total,missing_persons_total,missing_children_total,violent_crime_ratio,property_crime_ratio,women_vulnerability_share,child_vulnerability_share,caste_atrocity_share,juvenile_delinquency_ratio,cyber_crime_intensity_per_1k,trafficking_vulnerability_proxy
Chhattisgarh,Dantewara,1261,362,1623,51,58,1,121,122,110,103,5,14,19,32,35,200,32,0.0404,0.046,0.0872,0.0817,0.0151,0.0254,27.7557,2.1333
Chhattisgarh,Dhamtari,4875,2342,7217,70,282,30,561,591,636,635,39,69,108,355,26,1755,360,0.0144,0.0578,0.1305,0.1303,0.0222,0.0728,5.3333,3.5294
Chhattisgarh,Durg,21088,6169,27257,272,1516,180,1568,1748,2023,2201,53,24,77,362,56,4870,1204,0.0129,0.0719,0.0959,0.1044,0.0037,0.0172,2.6555,2.0976
Chhattisgarh,Gariyaband,3417,2948,6365,62,125,8,868,876,493,468,72,58,130,136,41,1399,220,0.0181,0.0366,0.1443,0.137,0.038,0.0398,11.9988,4.1509
Chhattisgarh,Gaurela-Pendra-Marwari,2705,602,3307,50,155,2,143,145,487,403,0,0,0,34,12,795,240,0.0185,0.0573,0.18,0.149,0.0,0.0126,4.4362,2.5
Chhattisgarh,Grp Raipur,1636,339,1975,5,348,3,205,208,41,40,0,0,0,17,4,96,24,0.0031,0.2127,0.0251,0.0244,0.0,0.0104,2.445,2.4
Chhattisgarh,Jagdalpur,5935,2318,8253,116,251,38,634,672,652,686,19,83,102,219,189,1540,448,0.0195,0.0423,0.1099,0.1156,0.0172,0.0369,31.845,2.1232
Chhattisgarh,Janjgir,9701,5424,15125,179,524,19,1477,1496,1623,1673,134,49,183,651,132,4871,1520,0.0185,0.054,0.1673,0.1725,0.0189,0.0671,13.6068,2.8148
Chhattisgarh,Jashpur,4633,1656,6289,154,260,10,418,428,919,902,14,163,177,90,87,1302,480,0.0332,0.0561,0.1984,0.1947,0.0382,0.0194,18.7783,3.6364
Chhattisgarh,Kabirdham,5887,3592,9479,99,307,9,968,977,891,836,41,56,97,128,32,2069,536,0.0168,0.0521,0.1514,0.142,0.0165,0.0217,5.4357,2.3004
Chhattisgarh,Kanker,3503,1745,5248,70,171,2,410,412,624,678,19,95,114,126,42,1562,356,0.02,0.0488,0.1781,0.1935,0.0325,0.036,11.9897,2.5248
Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,2769,2016,4785,28,139,2,516,518,412,381,19,21,40,68,35,959,224,0.0101,0.0502,0.1488,0.1376,0.0144,0.0246,12.6399,2.0364
Chhattisgarh,Kondagaon,2602,1022,3624,65,88,4,303,307,426,438,9,48,57,0,4,909,228,0.025,0.0338,0.1637,0.1683,0.0219,0.0,1.5373,2.0357
Chhattisgarh,Korba,12618,5297,17915,229,859,20,1527,1547,1940,1811,60,62,122,408,68,3482,992,0.0181,0.0681,0.1537,0.1435,0.0097,0.0323,5.3891,1.6957
Chhattisgarh,Koriya,2330,1452,3782,45,103,12,374,386,400,402,35,50,85,31,37,684,192,0.0193,0.0442,0.1717,0.1725,0.0365,0.0133,15.8798,2.4615
Chhattisgarh,Mahasamund,6152,4060,10212,135,348,28,1356,1384,1093,988,82,66,148,136,132,2848,640,0.0219,0.0566,0.1777,0.1606,0.0241,0.0221,21.4564,2.0645
Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,3260,1540,4800,79,163,4,416,420,614,478,27,52,79,29,64,823,280,0.0242,0.05,0.1883,0.1466,0.0242,0.0089,19.6319,1.9718
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1186,1270,2456,15,42,2,367,369,127,169,0,4,4,19,17,515,92,0.0126,0.0354,0.1071,0.1425,0.0034,0.016,14.3339,2.5556
Chhattisgarh,Mungali,3394,3336,6730,59,120,5,822,827,654,717,40,27,67,147,149,1384,364,0.0174,0.0354,0.1927,0.2113,0.0197,0.0433,43.901,1.957
Chhattisgarh,Narayanpur,775,202,977,62,40,0,39,39,145,123,5,20,25,19,0,53,20,0.08,0.0516,0.1871,0.1587,0.0323,0.0245,0.0,1.25
Chhattisgarh,Raigarh,9816,6793,16609,164,684,15,1942,1957,1253,1222,24,67,91,316,52,2217,96,0.0167,0.0697,0.1276,0.1245,0.0093,0.0322,5.2975,0.2936
Chhattisgarh,Raipur,32653,25131,57784,390,2194,701,7394,8095,3571,3378,83,24,107,272,208,9597,2160,0.0119,0.0672,0.1094,0.1035,0.0033,0.0083,6.37,1.8
Chhattisgarh,Rajnandgaon,6704,5402,12106,94,473,60,1460,1520,825,975,32,28,60,295,169,2286,492,0.014,0.0706,0.1231,0.1454,0.0089,0.044,25.2088,2.3883
Chhattisgarh,Sakti,4659,2276,6935,106,267,3,618,621,956,1017,52,41,93,233,72,0,0,0.0228,0.0573,0.2052,0.2183,0.02,0.05,15.454,0.0
Chhattisgarh,Sarangarh-Bilaigarh,3999,4658,8657,81,207,5,1428,1433,590,545,67,15,82,18,39,0,0,0.0203,0.0518,0.1475,0.1363,0.0205,0.0045,9.7524,0.0
Chhattisgarh,Sarguja,11582,2293,13875,212,732,28,678,706,1333,1143,10,101,111,88,148,2075,536,0.0183,0.0632,0.1151,0.0987,0.0096,0.0076,12.7784,1.5141
Chhattisgarh,Sukma,1079,562,1641,75,37,0,153,153,146,173,0,0,0,6,0,237,72,0.0695,0.0343,0.1353,0.1603,0.0,0.0056,0.0,1.3585
Chhattisgarh,Surajpur,6606,1683,8289,133,251,10,433,443,778,839,20,192,212,304,144,1279,328,0.0201,0.038,0.1178,0.127,0.0321,0.046,21.7984,2.6885
D&N Haveli And Daman & Diu,D&N Haveli,1186,114,1300,15,100,0,15,15,203,247,0,6,6,37,8,414,24,0.0126,0.0843,0.1712,0.2083,0.0051,0.0312,6.7454,0.375
D&N Haveli And Daman & Diu,Daman,667,37,704,20,60,0,3,3,102,114,9,0,9,19,11,193,4,0.03,0.09,0.1529,0.1709,0.0135,0.0285,16.4918,0.125
D&N Haveli And Daman & Diu,Diu,163,8,171,3,22,0,0,0,14,8,0,0,0,8,0,63,0,0.0184,0.135,0.0859,0.0491,0.0,0.0491,0.0,0.0
Delhi,Central,48744,2955,51699,198,7457,158,390,548,1829,1262,4,0,4,209,40,752,668,0.0041,0.153,0.0375,0.0259,0.0001,0.0043,0.8206,1.5251
Delhi,Crime Branch,306,826,1132,17,20,176,229,405,4,4,0,0,0,3,0,0,0,0.0556,0.0654,0.0131,0.0131,0.0,0.0098,0.0,0.0
Delhi,Dwarka,66340,5374,71714,248,13580,315,1273,1588,4003,3089,44,0,44,370,120,7460,2024,0.0037,0.2047,0.0603,0.0466,0.0007,0.0056,1.8089,2.1418
Delhi,East,74156,2969,77125,237,14418,142,592,734,2605,1933,14,0,14,379,80,3374,1172,0.0032,0.1944,0.0351,0.0261,0.0002,0.0051,1.0788,2.1309
Delhi,Eow,557,0,557,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1634,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,Igi Airport,2713,1672,4385,6,431,165,0,165,67,5,0,0,0,0,0,43,4,0.0022,0.1589,0.0247,0.0018,0.0,0.0,0.0,2.0
Delhi,Metro,28593,113,28706,3,6837,21,3,24,77,35,0,0,0,35,0,100,40,0.0001,0.2391,0.0027,0.0012,0.0,0.0012,0.0,3.6364
Delhi,New Delhi,8539,206,8745,25,1305,14,18,32,323,179,28,0,28,88,39,488,128,0.0029,0.1528,0.0378,0.021,0.0033,0.0103,4.5673,2.1695
Delhi,North,89162,3399,92561,197,16043,163,584,747,2124,1684,20,0,20,668,3,1914,552,0.0022,0.1799,0.0238,0.0189,0.0002,0.0075,0.0336,1.011
Delhi,North-East,86255,5766,92021,369,17091,480,690,1170,3971,3480,55,8,63,574,44,8184,1968,0.0043,0.1981,0.046,0.0403,0.0007,0.0067,0.5101,1.3068
Delhi,North-West,91825,5620,97445,241,18041,328,909,1237,2570,2138,21,0,21,701,96,4223,1400,0.0026,0.1965,0.028,0.0233,0.0002,0.0076,1.0455,1.8792
Delhi,Outer,80657,6717,87374,213,14683,381,1003,1384,4042,3006,33,5,38,571,92,7379,1928,0.0026,0.182,0.0501,0.0373,0.0005,0.0071,1.1406,2.0316
Delhi,Outer North,53770,5640,59410,273,9281,287,1020,1307,4370,4712,64,0,64,653,314,10431,3444,0.0051,0.1726,0.0813,0.0876,0.0012,0.0121,5.8397,2.2658
Delhi,Railway,20487,388,20875,18,5023,0,57,57,74,136,0,0,0,64,0,352,88,0.0009,0.2452,0.0036,0.0066,0.0,0.0031,0.0,2.2
Delhi,Rohini,61053,4988,66041,173,10866,261,717,978,3009,2256,89,0,89,308,52,5089,1504,0.0028,0.178,0.0493,0.037,0.0015,0.005,0.8517,1.8683
Delhi,Shahdara,51213,3924,55137,176,8681,195,880,1075,2681,1762,29,0,29,246,113,4427,1196,0.0034,0.1695,0.0523,0.0344,0.0006,0.0048,2.2065,1.8204
Delhi,South,69967,5023,74990,246,12459,301,828,1129,4110,2611,40,4,44,430,243,4176,972,0.0035,0.1781,0.0587,0.0373,0.0006,0.0061,3.4731,0.8959
Delhi,South-East,85287,6390,91677,309,17566,379,954,1333,4339,2976,81,0,81,558,85,6286,1900,0.0036,0.206,0.0509,0.0349,0.0009,0.0065,0.9966,1.3858
Delhi,South-West,36680,3672,40352,193,6017,188,841,1029,2477,2266,16,0,16,546,50,4998,1620,0.0053,0.164,0.0675,0.0618,0.0004,0.0149,1.3631,2.3011
Delhi,Spl Cell,2056,625,2681,20,29,198,60,258,10,4,0,0,0,0,38,0,0,0.0097,0.0141,0.0049,0.0019,0.0,0.0,18.4825,0.0
Delhi,Spuwac,285,0,285,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Delhi,Vigilance,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,West,72916,5692,78608,217,14305,338,776,1114,2781,2070,4,0,4,478,164,4989,1356,0.003,0.1962,0.0381,0.0284,0.0001,0.0066,2.2492,2.1801
Goa,Cid,186,673,859,11,16,0,168,168,73,20,0,0,0,0,228,30,0,0.0591,0.086,0.3925,0.1075,0.0,0.0,1225.8065,0.0
Goa,North Goa,4388,1474,5862,121,390,8,201,209,697,456,0,4,4,28,37,918,96,0.0276,0.0889,0.1588,0.1039,0.0009,0.0064,8.4321,0.7385
Goa,South Goa,3122,1538,4660,78,230,14,117,131,377,309,4,26,30,25,38,912,12,0.025,0.0737,0.1208,0.099,0.0096,0.008,12.1717,0.1644
Gujarat,Ahmedabad City,72461,79477,151938,372,4815,90,37140,37230,3644,3535,538,54,592,866,1266,11286,1224,0.0051,0.0664,0.0503,0.0488,0.0082,0.012,17.4715,2.621
Gujarat,Ahmedabad Rural,15370,27807,43177,110,647,7,13655,13662,500,482,127,13,140,127,99,1079,104,0.0072,0.0421,0.0325,0.0314,0.0091,0.0083,6.4411,1.8571
Gujarat,Amreli,7378,19098,26476,101,500,26,10168,10194,701,438,258,12,270,133,105,411,0,0.0137,0.0678,0.095,0.0594,0.0366,0.018,14.2315,0.0
Gujarat,Anand,9684,26673,36357,64,418,2,14414,14416,622,522,88,23,111,115,102,1521,0,0.0066,0.0432,0.0642,0.0539,0.0115,0.0119,10.5328,0.0
Gujarat,Arvalli,6377,19416,25793,76,257,8,11541,11549,511,416,65,41,106,93,65,920,8,0.0119,0.0403,0.0801,0.0652,0.0166,0.0146,10.1929,0.1569
Gujarat,Banaskantha,14300,51976,66276,183,800,36,28861,28897,1148,672,317,135,452,49,106,1998,0,0.0128,0.0559,0.0803,0.047,0.0316,0.0034,7.4126,0.0
Gujarat,Bharuch,17827,53853,71680,84,488,28,33578,33606,607,530,50,101,151,51,76,1700,176,0.0047,0.0274,0.034,0.0297,0.0085,0.0029,4.2632,2.8387
Gujarat,Bhavnagar,9135,51012,60147,117,554,46,26816,26862,687,475,274,0,274,106,71,1050,336,0.0128,0.0606,0.0752,0.052,0.03,0.0116,7.7723,5.6949
Gujarat,Botad,4130,14410,18540,39,133,10,7185,7195,292,222,108,30,138,18,27,603,156,0.0094,0.0322,0.0707,0.0538,0.0334,0.0044,6.5375,14.1818
Gujarat,Chhotaudepur,11581,27228,38809,74,148,20,14356,14376,414,408,4,65,69,0,19,199,16,0.0064,0.0128,0.0357,0.0352,0.006,0.0,1.6406,0.4324
Gujarat,Cid Crime,362,127,489,1,74,0,17,17,24,0,0,0,0,0,130,0,0,0.0028,0.2044,0.0663,0.0,0.0,0.0,359.116,0.0
Gujarat,Cyber Ahmedabad Range,8,3,11,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0
Gujarat,Cyber Bhavnagar Range,32,0,32,0,7,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.2188,0.0,0.0,0.0,0.0,750.0,0.0
Gujarat,Cyber Border Range,28,3,31,0,7,0,0,0,4,4,5,0,5,0,24,0,0,0.0,0.25,0.1429,0.1429,0.1786,0.0,857.1429,0.0
Gujarat,Cyber Gandhinagar Range,61,0,61,0,16,0,0,0,0,0,0,0,0,0,48,0,0,0.0,0.2623,0.0,0.0,0.0,0.0,786.8852,0.0
Gujarat,Cyber Junagadh Range,52,18,70,0,9,0,0,0,4,0,0,0,0,0,64,0,0,0.0,0.1731,0.0769,0.0,0.0,0.0,1230.7692,0.0
Gujarat,Cyber Panchmahal Range,8,3,11,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0.0,0.0,0.5,0.0,0.0,0.0,1250.0,0.0
Gujarat,Cyber Rajkot Range,8,6,14,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0.0,0.25,0.0,0.0,0.0,0.0,1750.0,0.0
Gujarat,Cyber Surat Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Cyber Vadodara Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,Dahod,13177,65780,78957,87,255,30,39063,39093,803,709,8,16,24,12,65,853,568,0.0066,0.0194,0.0609,0.0538,0.0018,0.0009,4.9328,12.0851
Gujarat,Dang,1097,3614,4711,12,30,2,2094,2096,44,24,0,0,0,0,24,0,0,0.0109,0.0273,0.0401,0.0219,0.0,0.0,21.8778,0.0
Gujarat,Devbhumi Dwarka,5229,21909,27138,55,111,28,12318,12346,293,154,99,0,99,22,60,411,60,0.0105,0.0212,0.056,0.0295,0.0189,0.0042,11.4745,2.5
Gujarat,Gandhinagar,13374,16253,29627,116,965,26,9328,9354,604,471,203,25,228,199,63,2811,312,0.0087,0.0722,0.0452,0.0352,0.017,0.0149,4.7106,3.4667
Gujarat,Gir Somnath,5773,28813,34586,46,163,24,14173,14197,360,205,125,13,138,10,49,123,12,0.008,0.0282,0.0624,0.0355,0.0239,0.0017,8.4878,3.0
Gujarat,Jamnagar,14977,38295,53272,89,373,28,20921,20949,624,371,181,4,185,106,50,411,60,0.0059,0.0249,0.0417,0.0248,0.0124,0.0071,3.3385,1.875
Gujarat,Junagadh,8425,24974,33399,90,375,33,13882,13915,917,484,254,13,267,58,35,517,352,0.0107,0.0445,0.1088,0.0574,0.0317,0.0069,4.1543,4.3457
Gujarat,Kachchh East(G),9016,20633,29649,132,448,110,9998,10108,619,403,244,5,249,0,118,1718,296,0.0146,0.0497,0.0687,0.0447,0.0276,0.0,13.0878,2.4667
Gujarat,Kachchh West(B),10589,27325,37914,67,401,42,13938,13980,448,286,184,21,205,43,63,1158,192,0.0063,0.0379,0.0423,0.027,0.0194,0.0041,5.9496,4.1739
Gujarat,Kheda,10600,20524,31124,104,716,24,11622,11646,774,511,98,4,102,24,176,1126,4,0.0098,0.0675,0.073,0.0482,0.0096,0.0023,16.6038,0.087
Gujarat,Mahisagar,3686,15129,18815,29,101,4,9055,9059,306,381,53,4,57,4,54,630,228,0.0079,0.0274,0.083,0.1034,0.0155,0.0011,14.65,8.7692
Gujarat,Mehsana,10340,31995,42335,103,923,32,18692,18724,858,682,231,15,246,0,101,2856,0,0.01,0.0893,0.083,0.066,0.0238,0.0,9.7679,0.0
Gujarat,Morbi,13415,26887,40302,81,224,86,13534,13620,340,290,147,18,165,27,76,168,0,0.006,0.0167,0.0253,0.0216,0.0123,0.002,5.6653,0.0
Gujarat,Narmada,9774,21206,30980,33,70,6,9326,9332,187,175,4,69,73,42,10,167,20,0.0034,0.0072,0.0191,0.0179,0.0075,0.0043,1.0231,1.6667
Gujarat,Navsari,6413,47426,53839,32,221,5,23666,23671,175,197,4,42,46,58,37,423,36,0.005,0.0345,0.0273,0.0307,0.0072,0.009,5.7695,3.0
Gujarat,Panchmahal,12596,26238,38834,99,320,8,14487,14495,826,634,93,82,175,137,145,389,20,0.0079,0.0254,0.0656,0.0503,0.0139,0.0109,11.5116,0.4082
Gujarat,Patan,11142,28635,39777,85,296,48,14355,14403,609,416,203,12,215,16,74,1423,52,0.0076,0.0266,0.0547,0.0373,0.0193,0.0014,6.6415,1.4444
Gujarat,Porbandar,3137,15263,18400,32,106,15,8364,8379,213,163,110,0,110,68,53,292,40,0.0102,0.0338,0.0679,0.052,0.0351,0.0217,16.8951,8.0
Gujarat,Rajkot City,16649,23167,39816,145,1079,46,10763,10809,1164,746,275,25,300,145,192,2772,0,0.0087,0.0648,0.0699,0.0448,0.018,0.0087,11.5322,0.0
Gujarat,Rajkot Rural,9111,35121,44232,75,254,38,18829,18867,625,412,285,8,293,137,83,1335,0,0.0082,0.0279,0.0686,0.0452,0.0322,0.015,9.1099,0.0
Gujarat,Sabarkantha,11593,30652,42245,90,496,32,16384,16416,593,462,83,9,92,75,16,1022,68,0.0078,0.0428,0.0512,0.0399,0.0079,0.0065,1.3801,1.193
Gujarat,Surat City,36197,155820,192017,309,2698,82,68062,68144,3265,2448,224,79,303,74,873,6749,896,0.0085,0.0745,0.0902,0.0676,0.0084,0.002,24.118,1.75
Gujarat,Surat Rural,21382,42658,64040,75,521,22,22811,22833,470,414,26,90,116,120,110,478,52,0.0035,0.0244,0.022,0.0194,0.0054,0.0056,5.1445,1.1064
Gujarat,Surendranagar,16198,25561,41759,108,289,158,12938,13096,540,414,316,34,350,63,49,301,16,0.0067,0.0178,0.0333,0.0256,0.0216,0.0039,3.0251,0.5333
Gujarat,Tapi,11645,25732,37377,19,138,0,12080,12080,112,104,0,24,24,36,26,183,24,0.0016,0.0119,0.0096,0.0089,0.0021,0.0031,2.2327,4.0
Gujarat,Vadodara City,14638,29119,43757,110,1178,14,16690,16704,980,708,112,75,187,236,240,2411,440,0.0075,0.0805,0.0669,0.0484,0.0128,0.0161,16.3957,4.7312
Gujarat,Vadodara Rural,19459,33040,52499,81,229,6,17695,17701,440,525,115,117,232,110,26,619,4,0.0042,0.0118,0.0226,0.027,0.0119,0.0057,1.3361,0.1667
Gujarat,Valsad,21129,79569,100698,54,283,10,43411,43421,389,571,15,20,35,108,44,1009,64,0.0026,0.0134,0.0184,0.027,0.0017,0.0051,2.0824,0.4812
Gujarat,W Rly Ahmedabad,3583,4179,7762,4,772,4,2272,2276,10,34,0,0,0,3,15,88,40,0.0011,0.2155,0.0028,0.0095,0.0,0.0008,4.1864,8.0
Gujarat,W Rly Vadodara,4005,14424,18429,8,709,2,8282,8284,52,35,0,0,0,17,12,53,8,0.002,0.177,0.013,0.0087,0.0,0.0042,2.9963,8.0
Haryana,Ambala,13875,3307,17182,308,1660,86,608,694,1869,1089,88,0,88,81,86,837,108,0.0222,0.1196,0.1347,0.0785,0.0063,0.0058,6.1982,0.5806
Haryana,Bhiwani,11635,1541,13176,124,957,64,381,445,1463,480,212,0,212,32,47,1905,180,0.0107,0.0823,0.1257,0.0413,0.0182,0.0028,4.0395,11.25
Haryana,Charkhi Dadri,4211,1031,5242,103,234,98,219,317,721,316,231,0,231,72,23,760,4,0.0245,0.0556,0.1712,0.075,0.0549,0.0171,5.4619,0.1333
Haryana,Dabwali,4309,2000,6309,79,435,75,899,974,373,265,33,0,33,97,4,674,20,0.0183,0.101,0.0866,0.0615,0.0077,0.0225,0.9283,20.0
Haryana,Faridabad,33292,12885,46177,1012,3438,894,2367,3261,4679,3747,327,0,327,394,180,4647,540,0.0304,0.1033,0.1405,0.1125,0.0098,0.0118,5.4067,0.5411
Haryana,Fatehabad,10529,3356,13885,167,1251,156,1099,1255,1079,789,276,0,276,290,69,1907,248,0.0159,0.1188,0.1025,0.0749,0.0262,0.0275,6.5533,2.1197
Haryana,Grp,4709,746,5455,34,968,5,305,310,76,79,16,4,20,36,8,99,24,0.0072,0.2056,0.0161,0.0168,0.0042,0.0076,1.6989,4.0
Haryana,Gurugram,46428,10640,57068,577,6131,434,2628,3062,4625,3273,146,0,146,555,4533,5589,1512,0.0124,0.1321,0.0996,0.0705,0.0031,0.012,97.635,2.2367
Haryana,Hansi,6688,1311,7999,84,752,47,369,416,587,342,151,0,151,121,51,992,164,0.0126,0.1124,0.0878,0.0511,0.0226,0.0181,7.6256,32.8
Haryana,Hissar,21138,2813,23951,372,2718,218,709,927,1937,1173,570,0,570,113,137,3080,164,0.0176,0.1286,0.0916,0.0555,0.027,0.0053,6.4812,1.131
Haryana,Irrigation & Power,2808,118194,121002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,Jhajjar,13181,1950,15131,335,1317,282,399,681,1639,1018,201,0,201,100,24,2249,44,0.0254,0.0999,0.1243,0.0772,0.0152,0.0076,1.8208,0.1528
Haryana,Jind,13786,2798,16584,203,1624,160,565,725,1537,714,206,0,206,130,44,0,0,0.0147,0.1178,0.1115,0.0518,0.0149,0.0094,3.1916,0.0
Haryana,Kaithal,11496,2850,14346,302,1294,46,629,675,1257,595,176,0,176,168,56,2019,516,0.0263,0.1126,0.1093,0.0518,0.0153,0.0146,4.8713,7.0685
Haryana,Karnal,27184,5598,32782,767,2518,125,919,1044,3301,2057,245,0,245,233,55,5383,1144,0.0282,0.0926,0.1214,0.0757,0.009,0.0086,2.0232,2.2609
Haryana,Kurukshetra,15853,4607,20460,384,1519,76,1010,1086,2387,996,223,0,223,49,120,1900,148,0.0242,0.0958,0.1506,0.0628,0.0141,0.0031,7.5695,0.6948
Haryana,Mahendergarh,8559,1256,9815,150,760,104,377,481,762,318,156,0,156,161,0,1628,188,0.0175,0.0888,0.089,0.0372,0.0182,0.0188,0.0,3.1333
Haryana,Nuh,8910,1937,10847,256,620,138,274,412,1258,639,66,0,66,33,9,432,24,0.0287,0.0696,0.1412,0.0717,0.0074,0.0037,1.0101,0.8276
Haryana,Palwal,12787,4017,16804,325,1258,390,814,1204,1695,900,264,0,264,116,381,1502,260,0.0254,0.0984,0.1326,0.0704,0.0206,0.0091,29.7959,2.8261
Haryana,Panchkula,8949,1934,10883,224,1061,42,514,556,1368,832,35,0,35,60,41,1507,496,0.025,0.1186,0.1529,0.093,0.0039,0.0067,4.5815,1.9683
Haryana,Panipat,23134,2884,26018,770,2004,192,626,818,3545,3235,138,0,138,285,36,6739,2332,0.0333,0.0866,0.1532,0.1398,0.006,0.0123,1.5562,3.0404
Haryana,Rewari,14997,1187,16184,218,1424,82,291,373,1820,1444,226,0,226,160,24,2893,832,0.0145,0.095,0.1214,0.0963,0.0151,0.0107,1.6003,1.8909
Haryana,Rohtak,21009,1754,22763,532,2092,216,459,675,2321,1531,238,0,238,337,36,2840,80,0.0253,0.0996,0.1105,0.0729,0.0113,0.016,1.7136,0.2036
Haryana,Sirsa,11833,4208,16041,184,1297,108,1512,1620,1154,612,138,0,138,195,24,2270,812,0.0155,0.1096,0.0975,0.0517,0.0117,0.0165,2.0282,812.0
Haryana,Sonipat,20238,2861,23099,594,2019,356,469,825,2798,1264,190,0,190,383,64,4664,1448,0.0294,0.0998,0.1383,0.0625,0.0094,0.0189,3.1624,5.8387
Haryana,Yamunanagar,21155,3043,24198,368,2819,160,866,1026,2614,1370,112,0,112,219,56,3278,932,0.0174,0.1333,0.1236,0.0648,0.0053,0.0104,2.6471,3.0162
Himachal Pradesh,Baddi,2579,1261,3840,54,165,4,365,369,334,289,40,0,40,35,32,1092,192,0.0209,0.064,0.1295,0.1121,0.0155,0.0136,12.4079,1.4884
Himachal Pradesh,Bilaspur,3059,1282,4341,27,104,5,709,714,314,140,89,0,89,34,4,782,104,0.0088,0.034,0.1026,0.0458,0.0291,0.0111,1.3076,1.7931
Himachal Pradesh,Chamba,1604,1264,2868,43,35,0,542,542,367,246,20,4,24,19,0,624,120,0.0268,0.0218,0.2288,0.1534,0.015,0.0118,0.0,1.5789
Himachal Pradesh,Cid,0,4,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,Cyber,95,273,368,0,5,0,0,0,0,0,0,0,0,0,424,0,0,0.0,0.0526,0.0,0.0,0.0,0.0,4463.1579,0.0
Himachal Pradesh,Grp,42,6,48,0,4,0,1,1,0,3,0,0,0,2,0,0,0,0.0,0.0952,0.0,0.0714,0.0,0.0476,0.0,0.0
Himachal Pradesh,Hamirpur,2102,660,2762,31,52,0,270,270,288,163,89,0,89,15,4,563,104,0.0147,0.0247,0.137,0.0775,0.0423,0.0071,1.9029,1.625
Himachal Pradesh,Kangra,4664,2224,6888,59,158,7,931,938,609,297,36,0,36,17,12,1244,140,0.0127,0.0339,0.1306,0.0637,0.0077,0.0036,2.5729,1.3462
Himachal Pradesh,Kinnaur,554,507,1061,11,10,1,178,179,69,64,10,0,10,6,20,146,32,0.0199,0.0181,0.1245,0.1155,0.0181,0.0108,36.1011,2.0
Himachal Pradesh,Kullu,2340,2211,4551,34,58,8,1080,1088,307,203,64,0,64,32,12,530,80,0.0145,0.0248,0.1312,0.0868,0.0274,0.0137,5.1282,1.3333
Himachal Pradesh,Lahaul & Spiti,196,250,446,1,4,0,75,75,3,3,0,0,0,7,8,39,0,0.0051,0.0204,0.0153,0.0153,0.0,0.0357,40.8163,0.0
Himachal Pradesh,Mandi,5060,2441,7501,118,124,4,1094,1098,866,480,207,0,207,89,8,866,140,0.0233,0.0245,0.1711,0.0949,0.0409,0.0176,1.581,0.9091
Himachal Pradesh,Nurpur,1902,1291,3193,20,60,6,519,525,232,150,16,0,16,3,12,573,84,0.0105,0.0315,0.122,0.0789,0.0084,0.0016,6.3091,1.4
Himachal Pradesh,Shimla,4300,1981,6281,104,190,4,1029,1033,576,313,147,0,147,31,16,185,176,0.0242,0.0442,0.134,0.0728,0.0342,0.0072,3.7209,2.5882
Himachal Pradesh,Sirmaur,3072,1497,4569,58,148,2,511,513,515,313,94,0,94,77,8,549,84,0.0189,0.0482,0.1676,0.1019,0.0306,0.0251,2.6042,0.9032
Himachal Pradesh,Solan,3084,694,3778,52,188,4,321,325,434,291,93,0,93,46,4,699,204,0.0169,0.061,0.1407,0.0944,0.0302,0.0149,1.297,2.3721
Himachal Pradesh,Una,3187,1406,4593,26,174,4,439,443,340,191,92,0,92,0,8,327,144,0.0082,0.0546,0.1067,0.0599,0.0289,0.0,2.5102,1.5652
Jammu & Kashmir,Anantnag,3954,600,4554,52,164,11,275,286,746,321,0,0,0,0,3,598,220,0.0132,0.0415,0.1887,0.0812,0.0,0.0,0.7587,1.5278
