state,district,sll_crime_against_women_related_acts_the_dowry_prohibition_act_1961,sll_the_immoral_traffic_prevention_act_1956,sll_the_protection_of_women_from_domestic_violence_act_2005,sll_the_indecent_representation_of_women_prohibition_act_2012,sll_crime_against_women_related_acts_total_col3_to_col6,sll_children_related_acts_the_protection_of_children_from_sexual_offences_act_2012,sll_the_juvenile_justice_care_and_protection_of_children_act_2000_2015,sll_the_prohibition_of_child_marriage_act_2006,sll_the_pre_natal_diagnostic_techniques_reg_and_prev_of_misuse_act_1994,sll_the_child_labour_prohibition_regulation_act_1986,sll_the_medical_termination_of_pregnancy_act_1971,sll_children_related_acts_total_col8_to_col13,sll_schedule_castes_and_scheduled_tribes_related_acts_the_scst_prevention_of_atrocities_act_1989_against_scs,sll_the_scst_prevention_of_atrocities_act_19892015_against_sts,sll_the_protection_of_civil_rights_act_1955_against_scs,sll_the_protection_of_civil_rights_act_1955_against_sts,sll_scheduled_castes_and_scheduled_tribes_related_acts_total_col15_to_col18,sll_offences_against_state_related_acts_the_prevention_of_damage_to_public_property_act_1984,sll_the_unlawful_activities_p_act_1967,sll_the_official_secrets_act_1923,sll_offences_against_state_related_acts_total_col20_to_col22,sll_armsexplosive_related_acts_the_arms_act_1959_the_arms_act_1959_total,sll_fire_arms_col26_col27,sll_a_legal_licensed_arms,sll_b_illegal_unlicensed_arms,sll_other_arms,sll_the_explosives_act_1984,sll_the_explosive_substances_act_1884_1908,sll_arms_explosive_related_acts_total_col242930,sll_information_technologyintellectual_property_related_acts_the_information_technology_act_2000,sll_the_copy_right_act_1957,sll_the_trade_marks_act_1999,sll_information_technology_intellectual_property_related_acts_total_col32_to_col34,sll_finance_economic_acts_the_lotteries_regulation_act_1998,sll_the_chit_funds_acts_1982,sll_the_negotiable_instruments_act_1881,sll_the_benami_transaction_prohibition_act_1988_2016,sll_the_mines_and_minerals_development_and_regulation_act_1957,sll_prevention_of_corruption_act_1988,sll_finance_economic_acts_total_col36_to_col41,sll_liquor_narcotic_drugs_related_acts_prohibition_act_state,sll_the_excise_act_1944,sll_the_narcotic_drugs_psychotropic_substances_act_1985_the_ndps_act_1985_total_col45_col46_col47,sll_a_possession_of_drugs_for_personal_useconsumption,sll_b_possession_of_drugs_for_trafficking,sll_liquor_narcotic_drugs_related_acts_total_col43_to_45,sll_environment_pollution_related_acts_the_forest_act_1927_the_forest_conservation_act_1980,sll_the_wildlife_protection_act_1972,sll_the_environmental_protection_act_1986,sll_the_air_the_water_prevention_control_of_pollution_act,sll_the_cigarette_and_other_tobacco_products_act_2003,sll_noise_pollution_acts,sll_the_national_green_tribunal_act_2010,sll_environment_pollution_related_acts_total_col49_to_col55,sll_foreigner_passport_related_acts_the_registration_of_foreigners_act1939_the_foreigners_act_1946,sll_the_passport_act_1967,sll_the_emigration_act_1983,sll_the_citizenship_act_1955,sll_foreigner_passport_related_acts_total_col57_to_col60,sll_railways_related_acts_the_indian_railways_act_1989,sll_the_railway_property_unlawful_possession_act_1966,sll_railways_related_acts_total_col62col63,sll_telegraph_cinematograph_acts_the_indian_telegraph_act_1988,sll_the_telegraph_wire_unlawful_possession_act_1950,sll_the_cinematograph_act_1952,sll_the_cable_television_networks_regulation_act_1955,sll_telegraph_cinematograph_acts_total_col65_to_col68,sll_food_drugs_and_essential_commodities_acts_the_essential_commodities_act_1955,sll_the_prevention_of_food_adulteration_act_1954,sll_the_food_safety_standards_act_2006,sll_food_drugs_and_essential_commodities_acts_total_col70_to_col72,sll_other_regulatory_enforcement_acts_macoca_control_of_organised_crimes,sll_the_gambling_act,sll_the_electricity_act_2003,sll_the_antiques_and_art_treasures_act_1972,sll_the_representation_of_the_people_act_1951,sll_the_bonded_labour_system_abolition_act_the_bonded_labour_system_abolition_act_1976_total_col79_col80_col81_col82,sll_a_against_sc,sll_b_against_st,sll_c_against_others,sll_the_prevention_of_insults_to_national_honour_act_1971,sll_defacement_of_public_property_acts,sll_the_transplantation_of_human_organs_act_1994,sll_transgender_persons_protection_of_rights_act,sll_rights_of_persons_with_disabilities_act,sll_prevention_of_cruelty_to_animals_act,sll_the_mental_health_act_1987,sll_motor_vehicle_act,sll_citytown_police_acts,sll_other_state_local_acts,sll_other_regulatory_enforcement_acts_total_col74_to_79_col83_to_92,sll_other_sll_crimes,sll_total_cognizable_sll_crimes
Mizoram,Kolasib,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,17,12,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
Mizoram,Lawngtlai,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Mizoram,Lunglei,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,51,0,24,22,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
Mizoram,Mamit,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,14,8,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56
Mizoram,Saiha,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23
Mizoram,Serchhip,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Mizoram,Spl Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Mizoram,Hnahthial,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,13,0,6,1,5,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Mizoram,Khawzawl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Mizoram,Saitual,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Mizoram,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Mizoram,Crime And Eou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Dimapur,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,32,32,0,32,0,0,2,34,1,0,0,1,0,0,0,0,0,0,0,73,0,52,11,41,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165
Nagaland,Kiphire,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Nagaland,Kohima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,23,7,16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68
Nagaland,Longleng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,26,10,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Nagaland,Mokokchung,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,37,0,11,3,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Nagaland,Mon,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,0,6,4,4,0,4,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,20,0,8,1,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Nagaland,Peren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,6,0,11,0,11,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30
Nagaland,Phek,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Nagaland,Tuensang,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,18,18,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Nagaland,Wokha,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,21,21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Nagaland,Zunheboto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,10,2,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Nagaland,Noklak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nagaland,Shamator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Nagaland,Tseminyu,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,9,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Nagaland,Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Cyber Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Nagaland,Narcotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Odisha,Angul,0,5,0,0,5,52,3,3,0,0,0,58,0,0,0,0,0,0,0,0,0,5,5,0,5,0,1,1,7,12,0,0,12,0,0,0,0,53,0,53,0,1671,19,19,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1836
Odisha,Balasore,0,0,0,0,0,116,3,3,0,0,0,122,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,5,12,22,0,0,22,0,0,0,0,0,0,0,0,879,18,0,18,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1069
Odisha,Baragarh,0,0,0,0,0,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,2118,30,0,30,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,2276
Odisha,Berhampur,0,3,0,1,4,71,4,2,0,0,0,77,0,0,0,0,0,0,0,0,0,4,4,0,4,0,2,0,6,14,0,0,14,0,0,0,0,5,0,5,0,358,10,0,10,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,518
Odisha,Bhadrak,0,1,0,0,1,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,56,0,0,0,0,25,0,25,0,600,11,0,11,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,767
Odisha,Bolangir,0,1,0,0,1,69,6,1,0,0,0,76,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,38,0,0,38,0,0,0,0,7,0,7,0,1756,48,0,48,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1957
Odisha,Boudh,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,6,8,4,0,0,4,0,0,0,0,2,0,2,0,287,309,0,309,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622
Odisha,Cuttack,0,1,0,0,1,109,1,2,0,0,0,112,0,0,0,0,0,0,0,0,0,5,5,0,5,0,2,0,7,31,0,0,31,0,0,0,0,3,0,3,0,1000,12,0,12,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1173
Odisha,Dcp Bbsr,0,1,0,0,1,141,34,1,0,0,0,176,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,4,87,0,0,87,0,0,0,0,1,0,1,0,1258,111,0,111,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,1663
Odisha,Dcp Ctc,0,0,0,0,0,95,10,0,0,0,0,105,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,0,10,35,0,0,35,0,0,0,0,3,0,3,0,1071,32,0,32,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1292
Odisha,Deogarh,0,0,0,0,0,17,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,9,0,0,9,0,0,0,0,0,0,0,0,530,4,0,4,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,572
Odisha,Dhenkanal,0,1,0,3,4,51,0,2,0,0,0,53,0,0,0,0,0,0,0,0,0,7,7,0,7,0,3,2,12,20,0,0,20,0,0,0,0,35,0,35,0,849,7,0,7,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,992
Odisha,Gajapati,0,0,0,0,0,55,0,1,0,0,0,56,0,0,0,0,0,0,0,0,0,7,7,0,7,0,4,0,11,4,0,0,4,0,0,0,0,4,0,4,0,393,109,0,109,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,590
Odisha,Ganjam,0,2,0,0,2,98,5,2,0,0,0,105,0,0,0,0,0,0,0,0,0,12,12,0,12,0,1,4,17,55,0,0,55,0,0,0,0,5,0,5,0,1005,48,0,48,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,53,1366
Odisha,Jagatsinghpur,0,2,0,1,3,88,3,2,0,0,0,93,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,3,60,0,0,60,0,0,0,0,34,0,34,0,357,40,0,40,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,102,697
Odisha,Jajpur,0,0,0,0,0,185,7,2,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,78,0,0,78,0,0,0,0,29,0,29,0,1483,4,0,4,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1800
Odisha,Jharsuguda,0,0,0,0,0,33,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,12,0,0,12,0,0,0,0,0,0,0,0,914,6,0,6,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1007
Odisha,Kalahandi,0,0,0,0,0,98,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,23,0,0,23,0,0,0,0,0,0,0,0,1056,6,0,6,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,79,1287
Odisha,Kandhamal,0,1,0,0,1,70,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,4,0,0,0,0,0,0,0,0,765,388,0,388,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1240
Odisha,Kendrapara,0,2,0,0,2,88,0,3,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,57,0,0,57,0,0,0,0,18,0,18,0,403,4,0,4,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,583
Odisha,Keonjhar,0,0,0,0,0,116,2,1,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,0,0,32,0,0,0,0,10,0,10,0,2765,10,0,10,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2949
Odisha,Khurda,0,0,0,0,0,65,0,4,0,0,0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,2,10,13,0,0,13,0,0,0,0,0,0,0,0,644,14,0,14,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,761
Odisha,Koraput,0,0,0,0,0,91,3,1,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,1145,106,0,106,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,10,1453
Odisha,Malkangiri,0,0,0,0,0,74,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,5,33,0,0,33,0,0,0,0,0,0,0,0,694,203,0,203,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,1200
Odisha,Mayurbhanj,0,3,0,0,3,127,0,1,0,0,0,128,0,0,0,0,0,0,0,0,0,61,0,0,0,61,0,0,61,24,0,0,24,0,0,0,0,0,0,0,0,2170,33,0,33,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,2483
Odisha,Nayagarh,0,0,0,2,2,68,0,2,0,0,0,70,0,0,0,0,0,0,0,0,0,22,22,0,22,0,1,0,23,30,0,0,30,0,0,0,0,19,0,19,0,617,44,0,44,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,810
Odisha,Nabarangpur,0,0,0,0,0,55,1,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,14,0,0,14,0,0,0,0,0,0,0,0,943,13,0,13,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1072
Odisha,Nuapada,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,8,0,0,0,0,0,0,0,0,631,3,0,3,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,691
Odisha,Puri,0,0,0,0,0,76,8,2,0,0,0,86,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,6,20,0,0,20,0,0,0,0,33,0,33,0,1461,61,0,61,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,1687
Odisha,Rayagada,0,0,0,0,0,54,2,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,999,102,0,102,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1189
