state,district,sc_scst_prevention_of_atrocities_act_1989_rw_ipcbns_cases_total,sc_scst_prevention_of_atrocities_act_1989_rw_ipcbns_cases_rape_sec_64_6870_71_bnssec376_ipc_rape_total_ab,sc_a_rape_of_women_above_18_years,sc_b_rape_of_children_children_below_18_yrs_64_6870_71_bns_or_section_46_of_pocso_or_pocso_46_rw_64_68rw_376_ipc_or_64_6870_71bns,sc_attempt_to_commit_rape_section_64_6870_71_rw_62_bnssection_376511_ipc,sc_assault_on_women_with_intent_to_outrage_her_modesty_section_74_bnssec354_ipc_assault_on_women_with_intent_to_outrage_her_modesty_total_ab,sc_a_assault_of_women_above_18_yrs,sc_bassault_of_children_bns_74_or_pocso_act_810_or_pocso_act_sec_810_rw_74_bns_children_below_18yrs,sc_sexual_harassment_section_75_bnssection_354a_ipc_sexual_harassment_total_ab,sc_a_sexual_harassment_of_women_above_18_yrs,sc_b_sexual_harassment_of_children_below_18_yrs_bns_75_or_pocso_sec_12_or_pocso_sec_12_rw_75_bns,sc_assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe_section_76_bnssection_354b_ipc,sc_voyeurism_section_77_bnssection_354c_ipc,sc_stalking_section_78_bnssection_354d_ipc,sc_insult_to_the_modesty_of_women_section_79_bnssection_509_ipc,sc_kidnapping_or_abduction_or_inducing_of_girls_to_compel_for_marriage_section_87_bnssection_366_ipc,sc_procuration_of_children_section_96_bnssection_366a_ipc_procuration_of_children_total_ab,sc_a_procuration_of_girls,sc_b_procuration_of_boys,sc_murder_section_103_104_bns_section_302_ipc,sc_attempt_to_commit_murder_section_109_bnssection_307_ipc,sc_grievous_hurt_section_1172_11812121132125124etc_bns_grievous_hurt_total_abcd,sc_a_grievous_hurt_section_1172_bnssection_325_326_ipc,sc_b_acid_attack_section_1241_bnssection_326a_ipc,sc_c_attempt_to_acid_attack_section_1242_bnssection_326a_ipc,sc_d_other_hurt_or_grievous_hurt_sections_11812121132125124_etc_bnssecs_329331333335_ipc,sc_kidnapping_abduction_section_137_138_bnssection_363363a_364364a_365_366_366a_367_368_369_ipc_kidnapping_abduction_total,sc_ka_section_137_138_bnssection_363_ipc_total_abc,sc_a_missing_children_deemed_as_kidnapped,sc_b_children_kidnapped_section_137_138,sc_c_kidnapping_abduction_of_adults,sc_k_a_for_the_purpose_of_begging_section_139_bnssection_363a_ipc,sc_ka_in_order_to_murder_section_1401_bnssection_364_ipc,sc_kidnapping_for_ransom_etc_section_1402_bnssection_364a_ipc,sc_other_kidnapping_abduction_sec_14034_142_97_bnssec_365_366b_367_368_369_ipc,sc_rioting_sections_1901896189519121913_bnssections_147_151_ipc,sc_robbery_section_30943096_311_bnssection_392_to_394_397_398_ipc,sc_dacoity_section_3102_3103_311_bnssection_395396_397_398_ipc_total_ab,sc_a_dacoity_with_murder_section_3103311_bnssection_396_ipc,sc_b_dacoity_section_3102_bnssection_395396_397_398_ipc,sc_arson_section_326f_326g_3272_bnssection_435_436_438_ipc,sc_other_ipcbns_crimes,sc_sc_st_prevention_of_atrocities_act_only_without_ipcbns_sc_st_prevention_of_atrocities_act_only_without_ipcbns_total_abcde,sc_a_intentionally_insult_or_intimidate_with_intent_to_humiliate_section_3a_3e_3i_3r_3s,sc_b_occupydisposes_land_belongs_to_scsstssection_3f_3g,sc_c_prevent_or_deny_or_obstruct_usage_of_public_placepassage_water_bodytempleetc_section_3y_3za,sc_d_force_to_leave_place_of_residencesocial_boycott_section_3z_3zc,sc_e_other_offences_poa_act_without_ipcbns_only,sc_total_of_scst_prevention_of_atrocities_act_sum_with_ipcbns_without_ipcbns_crimes,sc_protection_of_civil_rights_act_1955,sc_total_crimeatrocities_against_scheduled_castes_ipcbnssll_crimes
Uttar Pradesh,Firozabad,195,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,195,0,195
Uttar Pradesh,Grp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,4,0,4
Uttar Pradesh,Gautambudh Nagar,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,30,0,30
Uttar Pradesh,Ghaziabad,112,37,13,24,0,8,3,5,2,2,0,1,1,1,0,1,0,0,0,8,1,10,9,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,39,0,0,0,0,0,0,112,0,112
Uttar Pradesh,Ghazipur,156,9,4,5,0,12,12,0,2,1,1,3,0,1,0,4,0,0,0,0,5,2,2,0,0,0,2,2,0,1,1,0,0,0,0,11,0,0,0,0,0,105,0,0,0,0,0,0,156,0,156
Uttar Pradesh,Gonda,308,26,6,20,0,30,14,16,0,0,0,2,0,0,0,2,0,0,0,4,5,27,23,0,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,208,10,0,0,0,0,10,318,0,318
Uttar Pradesh,Gorakhpur,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,450,0,450
Uttar Pradesh,Hamirpur,119,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,119,0,119
Uttar Pradesh,Hapur,48,3,1,2,0,8,5,3,5,5,0,0,0,0,0,0,0,0,0,1,1,10,10,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,48,0,48
Uttar Pradesh,Hardoi,249,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,93,0,0,0,0,93,342,0,342
Uttar Pradesh,Hathras,140,3,2,1,0,9,8,1,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,140,0,140
Uttar Pradesh,Jalaun,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,29,0,0,39,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70
Uttar Pradesh,Jaunpur,296,16,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,4,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,296,0,296
Uttar Pradesh,Jhansi,123,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0,0,0,0,103,226,0,226
Uttar Pradesh,Kannauj,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,129,0,129
Uttar Pradesh,Kanpur Dehat,198,1,1,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,198,0,198
Uttar Pradesh,Kanpur Commissionarate,271,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,271,0,271
Uttar Pradesh,Kasganj,87,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,77,0,0,0,0,0,0,87,0,87
Uttar Pradesh,Kaushambi,278,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,278,0,278
Uttar Pradesh,Khiri,152,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,156,0,0,0,0,156,308,0,308
Uttar Pradesh,Kushi Nagar,314,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,314,0,314
Uttar Pradesh,Lalitpur,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,0,0,0,123,0,123
Uttar Pradesh,Lucknow Commissionarate,339,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,151,131,0,0,0,20,490,0,490
Uttar Pradesh,Maharajganj,163,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,163,0,163
Uttar Pradesh,Mahoba,134,15,3,12,0,16,8,8,0,0,0,3,0,1,0,0,0,0,0,3,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,134,0,134
Uttar Pradesh,Mainpuri,136,4,4,0,0,14,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,136,0,136
Uttar Pradesh,Mathura,127,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,127,0,127
Uttar Pradesh,Mau,151,13,6,7,0,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,151,0,151
Uttar Pradesh,Meerut,203,10,10,0,0,17,14,3,3,3,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,203,0,203
Uttar Pradesh,Mirzapur,129,6,2,4,0,6,1,5,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,129,0,129
Uttar Pradesh,Moradabad,135,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,135,0,135
Uttar Pradesh,Muzaffarnagar,73,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,54,0,0,0,0,54,127,0,127
Uttar Pradesh,Pilibhit,118,5,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,118,0,118
Uttar Pradesh,Pratapgarh,368,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,368,0,368
Uttar Pradesh,Raibareilly,249,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,4,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,229,68,0,0,0,0,68,317,0,317
Uttar Pradesh,Rampur,81,4,3,1,0,2,0,2,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,81,0,81
Uttar Pradesh,Saharanpur,192,7,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,192,0,192
Uttar Pradesh,Sambhal,91,7,1,6,0,5,0,5,10,10,0,1,0,0,0,0,0,0,0,1,3,7,2,0,0,5,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,91,0,91
Uttar Pradesh,Sant Kabirnagar,128,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,128,0,128
Uttar Pradesh,Shahjahanpur,137,10,5,5,0,15,5,10,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,111,10,0,0,0,101,248,0,248
Uttar Pradesh,Shamli,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,17,46,0,46
Uttar Pradesh,Shrawasti,63,3,3,0,0,6,6,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,47,63,63,0,0,0,0,126,0,126
Uttar Pradesh,Sidharthnagar,113,6,4,2,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,113,0,113
Uttar Pradesh,Sitapur,20,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,331,351,0,351
Uttar Pradesh,Sonbhadra,156,23,7,16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,125,172,0,0,0,0,172,328,0,328
Uttar Pradesh,Bhadohi,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,72,0,0,0,0,72,110,0,110
Uttar Pradesh,Sultanpur,337,11,11,0,0,30,25,5,2,2,0,3,0,0,0,8,0,0,0,4,6,13,9,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,249,0,0,0,0,0,0,337,0,337
Uttar Pradesh,Unnao,433,19,13,6,0,51,51,0,0,0,0,0,0,0,0,14,0,0,0,1,5,112,104,0,0,8,13,13,0,7,6,0,0,0,0,7,0,0,0,0,1,210,0,0,0,0,0,0,433,0,433
Uttar Pradesh,Varanasi Commissionarate,151,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,135,0,0,0,0,0,0,151,0,151
Uttarakhand,Almora,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,6
Uttarakhand,Bageshwar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
Uttarakhand,Chamoli,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Uttarakhand,Champawat,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Uttarakhand,Dehradun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,16,0,16
Uttarakhand,Haridwar,21,10,10,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,61,61,0,0,0,0,82,0,82
Uttarakhand,Nainital,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,7,0,7
Uttarakhand,Pauri Garhwal,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4
Uttarakhand,Pithoragarh,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,6
Uttarakhand,Rudra Prayag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2
Uttarakhand,Tehri Garhwal,6,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6
Uttarakhand,Udhamsingh Nagar,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,16,0,16
Uttarakhand,Uttarkashi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
Uttarakhand,Grp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Uttarakhand,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Alipurduar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Asansol-Durgapur Pc,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4
West Bengal,Bankura,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,4
West Bengal,Barrackpur Pc,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10
West Bengal,Bidhannagar Pc,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,4,0,4
West Bengal,Birbhum,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4
West Bengal,Coochbehar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3
West Bengal,Dakshin Dinajpur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
West Bengal,Darjeeling,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4,6,0,6
West Bengal,Hooghly Rural Police,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,4
West Bengal,Howrah Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah Pc,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2,7,0,7
West Bengal,Howrah Rural,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4
West Bengal,Jalpaiguri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
West Bengal,Jhargram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
West Bengal,Kharagpur Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Kolkata,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,7,0,7
West Bengal,Malda,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,7,0,7
West Bengal,Murshidabad Police District,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3
West Bengal,Paschim Medinipur,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
West Bengal,Purab Medinipur,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,0,4
West Bengal,Purulia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,4,0,4
West Bengal,Sealdah Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Siliguri Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Siliguri Pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2
West Bengal,Baruipur Police,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2
West Bengal,Chandannagar Pc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Diamond Harbour Police,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
West Bengal,Kalimpong,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,6,0,6
West Bengal,Purba Bardhaman,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6
West Bengal,Sundarban Police,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Barasat,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3
West Bengal,Basirhat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3
West Bengal,Bangaon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
West Bengal,Islampur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Jangipur Police District,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
West Bengal,Krishnagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Raiganj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3
West Bengal,Ranaghat,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4
