state,district,child_rape_of_children_section_64_to_section_71_bns_section_376_ipc,child_attempt_to_commit_rape_section_64_6870_71_rw_sec_62_bns_sec_376_rw_511_ipc,child_assault_on_children_with_intent_to_outrage_her_modesty_section_74_bnssec_354_ipc,child_sexual_harassment_of_girls_section_75_bnssection_354a_ipc,child_assault_on_girls_with_intent_to_disrobe_section_76_bns_section_354b_ipc,child_voyeurism_section_77_bns_section_354c_ipc,child_stalking_section_78_bns_section_354d_ipc,child_insult_to_the_modesty_of_women_section_79_bnssection_509_ipc,child_kidnapping_or_abducting_or_inducing_of_girls_to_compel_her_for_marriage_section_87_bns_section_366_ipc,child_foeticide_section_91_bns_section_315_ipc,child_infanticide_section_92_bns_section_316_ipc,child_exposure_and_abandonment_section_93_94_bns_section_317_318_ipc,child_hiring_or_employing_or_engaging_child_to_commit_an_offence,child_procuration_of_children_section_96_bns_section_366a_ipc_procuration_of_children_total_ab,child_a_procuration_of_girls,child_b_procuration_of_boys,child_kidnapping_or_abducting_child_with_intent_to_steal_from_its_person_section_97_bnssection_369_ipc,child_selling_of_children_for_prostitution_section_98_bns_section_372_ipc_selling_of_children_for_prostitution_total_ab,child_a_girls,child_b_boys,child_buying_of_children_for_prostitution_section_99_bns_section_373_ipc_buying_of_children_for_prostitution_total_ab,child_murder_section_103104_bnssection_302_ipc_murder_total_ab,child_a_murder_with_rapepocso,child_b_other_murder,child_abetment_of_suicide_of_child_section_107108_bns_section_305306_ipc,child_attempt_to_commit_murder_section_109_bns_section_307_ipc,child_hurt_or_grievous_hurt_section_1172_11812121132125124etc_bns,child_kidnapping_and_abduction_of_children_section_137_138_bns_section_363_ipc_kidnapping_and_abduction_of_children_total,child_kidnapping_and_abduction_section_137_bnssection_363_ipc_kidnapping_and_abduction_ab,child_a_missing_children_deemed_as_kidnapped,child_b_kidnapping_abduction_of_children,child_kidnapping_and_abduction_for_the_purpose_of_begging_section_139_section_363a_ipc,child_kidnapping_and_abduction_in_order_to_murder_section_1401_bns_section_364_ipc,child_kidnapping_and_abduction_for_ransom_section_1402_bns_section_364a_ipc,child_importation_of_girl_or_boy_from_foreign_country_section_141_bns_section_366_b_ipc_importation_of_girl_or_boy_from_foreign_country_total_ab,child_a_importation_of_girls,child_b_importation_of_boys,child_other_kidnapping_abduction_sec_1403_1404_142_bns_section_365_367_368_ipc,child_otheripcbns_crimes,child_total_ipcbns_crimes_against_children,child_protection_of_children_from_sexual_offences_act_protection_of_children_from_sexual_offences_act_total,child_section_4_6_of_pocso_act_or_pocso_act_section_4_6_rw_section_376_ipc64_68_70_71_bns_section_4_6_of_pocso_act_total_ab,child_section_8_10_of_pocso_act_or_pocso_act_section_8_10_rw_section_354_ipc74_bns_section_8_10_of_pocso_act_total_ab,child_section_12_of_pocso_act_or_pocso_act_section_12_rw_section_509_ipc75_bns_section_12_of_pocso_act_or_pocso_acttotal_ab,child_section_14_15_of_pocso_act_section_14_15_of_pocso_act_total_ab,child_sections_17_to_22_of_pocso_act_sections_17_to_22_of_pocso_act_total_ab,child_juvenile_justice_care_and_protection_of_children_act_juvenile_justice_care_and_protection_of_children_act_total_ab,child_a_offences_by_care_takersin_charge_of_juvenile_homes,child_b_other_offences,child_immoral_traffic_prevention_act_immoral_traffic_prevention_act_total_abc,child_a_procuring_inducing_children_for_the_sake_of_prostitution,child_b_detaining_a_person_in_premises_where_prostitution_is_carried_on,child_c_other_ipt_acts,child_child_labour_prohibition_regulation_act,child_prohibition_of_child_marriage_act,child_transplantation_of_human_organs_act,child_cyber_crimesinformation_technology_act_cyber_crimesinformation_technology_act_total_ab,child_a_publishing_or_transmitting_of_material_depicting_children_in_sexually_explicit_act,child_b_other_cyber_crimes_against_children,child_other_sll_crimes,child_total_sll_crimes,child_total_crimes_against_children_ipcbns_sll_crimes
Punjab,Ferozepur,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,14,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,16,63
Punjab,Grp,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Punjab,Gurdaspur,0,1,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,2,2,0,0,0,0,0,0,0,3,2,32,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,52
Punjab,Hoshiarpur,0,0,2,0,0,0,0,0,50,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,16,74,37,30,6,0,0,1,2,1,1,0,0,0,0,1,1,0,1,1,0,0,42,116
Punjab,Jalandhar Rural,0,1,0,0,0,1,0,0,36,0,0,1,0,5,5,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,16,63,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,84
Punjab,Kapurthala,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,19,54
Punjab,Khanna,0,0,5,2,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,10,70,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,84
Punjab,Ludhiana Rural,0,0,4,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,8,0,8,0,0,0,0,0,0,0,6,47,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62
Punjab,Mansa,0,0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,19,14,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,53
Punjab,Moga,0,0,6,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,3,2,2,0,0,1,0,0,0,0,0,5,52,25,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,27,79
Punjab,Muktsar,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,14,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,60
Punjab,Pathankot,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5,32,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,17,49
Punjab,Patiala,0,1,0,0,0,0,0,0,71,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,3,5,84,32,24,8,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,36,120
Punjab,Ropar,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,35,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,47
Punjab,Sangrur,0,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,74,33,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,40,114
Punjab,Sas Nagar,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,42,42,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,44,122
Punjab,Sbs Nagar,0,0,1,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57
Punjab,Tarn Taran,0,1,0,0,0,0,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,20,12,8,0,0,0,1,0,1,0,0,0,0,0,2,0,2,2,0,0,25,92
Punjab,Bureau Of Investigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Intelligence Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Nri Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Special Task Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Malerkotla,0,0,0,0,0,0,0,0,14,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,1,25,11,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36
Punjab,Cyber Crime Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
Rajasthan,Ajmer,0,0,0,0,0,0,0,0,0,1,1,1,0,16,16,0,0,0,0,0,0,1,0,1,0,0,0,194,188,127,61,0,0,0,0,0,0,6,8,222,62,44,17,0,1,0,20,0,20,0,0,0,0,0,1,0,2,2,0,2,87,309
Rajasthan,Alwar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,69,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
Rajasthan,Banswara,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,197,197,126,71,0,0,0,0,0,0,0,0,203,50,43,5,1,1,0,26,0,26,0,0,0,0,0,0,0,10,8,2,0,86,289
Rajasthan,Baran,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,160,5,0,0,0,0,0,0,0,0,169,61,41,15,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,69,238
Rajasthan,Barmer,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,44,44,44,0,0,0,0,0,0,0,0,1,57,52,40,12,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,0,0,83,140
Rajasthan,Bharatpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,32,27,0,27,0,0,0,0,0,0,5,0,33,44,24,17,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,45,78
Rajasthan,Bhilwara,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,187,187,0,187,0,0,0,0,0,0,0,0,198,53,38,15,0,0,0,17,4,13,0,0,0,0,0,0,0,1,1,0,0,71,269
Rajasthan,Bikaner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,95,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,105
Rajasthan,Bundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,36,0,36,0,0,0,0,0,0,56,0,92,50,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,142
Rajasthan,Chittorgarh,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,88,87,0,87,0,0,0,0,0,0,1,0,92,33,22,9,0,0,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0,41,133
Rajasthan,Churu,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,102,60,51,8,0,1,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,69,171
Rajasthan,Dausa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,15,15,0,15,0,0,0,0,0,0,0,0,17,63,45,5,0,13,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,67,84
Rajasthan,Dholpur,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,28,25,24,1,0,0,0,0,0,0,3,0,31,88,24,48,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,119
Rajasthan,Dungarpur,0,0,0,0,0,0,0,0,161,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,136,97,0,97,0,0,0,0,0,0,39,0,303,39,34,5,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,48,351
Rajasthan,Grp Ajmer,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,1,0,0,0,0,0,0,0,1,10,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,14
Rajasthan,Grp Jodhpur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,3,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Rajasthan,Ganganagar,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,186,181,108,73,0,0,0,0,0,0,5,8,203,53,42,11,0,0,0,1,0,1,0,0,0,0,3,0,0,2,2,0,0,59,262
Rajasthan,Hanumangarh,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,0,149,0,0,0,0,0,0,0,0,154,48,39,9,0,0,0,0,0,0,0,0,0,0,1,0,0,55,55,0,0,104,258
Rajasthan,Jaipur East,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,235,151,84,0,0,0,0,0,0,0,2,242,44,27,17,0,0,0,1,0,1,0,0,0,0,4,0,0,5,5,0,2,56,298
Rajasthan,Jaipur North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,123,0,0,0,0,0,0,0,0,0,123,28,19,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,29,152
Rajasthan,Jaipur Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,103,100,72,28,0,0,0,0,0,0,3,5,110,42,29,13,0,0,0,1,0,1,0,0,0,0,1,0,0,4,4,0,1,49,159
Rajasthan,Jaipur South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,135,5,0,0,0,0,0,0,0,0,140,37,25,12,0,0,0,8,0,8,0,0,0,0,0,1,0,1,1,0,0,47,187
Rajasthan,Jaipur West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,163,147,16,0,0,0,0,0,0,20,0,183,41,33,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,42,225
Rajasthan,Jaisalmer,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,15,15,5,10,0,0,0,0,0,0,0,0,26,12,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38
Rajasthan,Jalore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
Rajasthan,Jhalawar,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,190,190,86,104,0,0,0,0,0,0,0,0,195,84,50,33,1,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,114,309
Rajasthan,Jhunjhunu,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,0,0,0,0,0,0,0,0,0,104,28,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,132
Rajasthan,Jodhpur East,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,78,78,47,31,0,0,0,0,0,0,0,0,83,21,15,6,0,0,0,0,0,0,0,0,0,0,17,0,0,7,7,0,0,45,128
Rajasthan,Jodhpur West,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,104,104,104,0,0,0,0,0,0,0,0,0,109,42,31,11,0,0,0,21,0,21,0,0,0,0,0,0,0,17,17,0,0,80,189
Rajasthan,Jodhpur Rural,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,0,0,0,0,0,0,1,1,0,1,0,0,60,59,56,3,0,0,0,0,0,0,1,0,76,33,26,5,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,36,112
Rajasthan,Karauli,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55,54,0,54,0,0,1,0,0,0,0,0,60,33,25,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,34,94
Rajasthan,Kota City,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,182,181,151,30,0,0,0,0,0,0,1,8,202,70,41,27,1,1,0,12,0,12,0,0,0,0,0,0,0,0,0,0,1,83,285
Rajasthan,Kota Rural,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,53,0,53,0,0,1,0,0,0,7,0,66,33,20,11,2,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,56,122
Rajasthan,Nagaur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,64,64,0,64,0,0,0,0,0,0,0,4,70,47,27,12,7,1,0,4,0,4,0,0,0,0,0,0,0,10,10,0,2,63,133
Rajasthan,Pali,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,159,100,59,0,0,0,0,0,0,8,5,186,41,30,11,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,54,240
Rajasthan,Pratapgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,182,182,45,137,0,0,0,0,0,0,0,0,183,38,34,4,0,0,0,24,0,24,0,0,0,0,30,0,0,0,0,0,0,92,275
Rajasthan,Rajsamand,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,206,4,0,0,0,0,0,0,0,0,213,35,21,12,1,1,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,51,264
Rajasthan,Sawai Madhopur,0,0,0,0,0,0,0,0,16,0,0,6,0,6,5,1,0,0,0,0,0,2,1,1,0,0,0,32,32,17,15,0,0,0,0,0,0,0,15,77,32,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,35,112
Rajasthan,Sikar,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,115,89,26,0,0,0,0,0,0,13,1,132,48,39,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,49,181
Rajasthan,Sirohi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,114,0,0,0,0,0,0,0,9,124,42,35,7,0,0,0,56,0,56,0,0,0,0,0,0,0,5,5,0,0,103,227
Rajasthan,Tonk,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,9,0,9,0,0,0,0,0,0,0,4,23,39,28,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,62
Rajasthan,Udaipur,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,0,0,1,0,1,0,1,0,446,445,417,28,0,0,0,0,0,0,1,10,462,87,53,20,2,2,10,43,0,43,0,0,0,0,0,1,0,1,1,0,0,132,594
Rajasthan,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Rajasthan,Scrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ats & Sog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Jaipur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Bhiwadi,0,0,0,0,0,0,0,0,1,0,0,0,0,26,26,0,0,0,0,0,0,2,0,2,0,2,0,74,73,33,40,0,0,0,0,0,0,1,4,109,30,30,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,33,142
Rajasthan,Beawar,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,194,42,152,0,0,0,0,0,0,0,3,199,25,19,6,0,0,0,8,0,8,0,0,0,0,0,0,0,8,8,0,0,41,240
Rajasthan,Didwana-Kuchaman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,78,78,78,0,0,0,0,0,0,0,0,0,80,32,25,6,1,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,38,118
Rajasthan,Kekri,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,20,36,0,0,0,0,0,0,0,2,60,18,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,78
Rajasthan,Shahpura,0,0,0,0,0,0,0,0,6,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,0,0,0,0,0,0,0,0,0,44,15,11,4,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,24,68
Rajasthan,Deeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,0,24,0,0,0,0,0,0,9,0,33,44,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,77
Rajasthan,Gangapur City,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,6,0,0,0,0,0,0,0,0,23,28,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,51
Rajasthan,Anupgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,51,57,0,0,0,0,0,0,0,17,125,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,140
Rajasthan,Dudu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,19,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,31
Rajasthan,Khairtal-Tijara,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,40,27,13,0,0,0,0,0,0,0,2,44,19,11,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,63
Rajasthan,Kotputli-Behror,0,0,2,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,59,59,29,30,0,0,0,0,0,0,0,2,70,26,21,4,1,0,0,1,0,1,0,0,0,0,2,0,0,4,4,0,0,33,103
Rajasthan,Balotra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,35,35,21,14,0,0,0,0,0,0,0,0,38,19,15,4,0,0,0,4,0,4,0,0,0,0,0,0,0,1,1,0,0,24,62
Rajasthan,Phalodi,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,0,0,0,0,0,0,0,0,0,28,21,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49
Rajasthan,Jodhpur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Sanchore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
Rajasthan,Neem Ka Thana,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,41,17,24,0,0,0,0,0,0,4,0,53,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,75
