state,district,women_rape_sec_64_6870_71_bnssec376_ipc_rape_total_ab,women_a_women_18_years_and_above,women_b_girls_below_18_years,women_sexual_intercourse_by_employing_deceitful_means_sec_69_bns,women_murder_with_rapegang_rape_sec_103_rw_sec_64_6870_71_bns_sec_302_rw_376_ipc,women_attempt_to_commit_rape_sec_64_rw_62_bnssec376_rw_511_ipc_attempt_to_commit_rape_total_ab,women_assault_on_women_with_intent_to_outrage_her_modesty_sec_74_bnssec354_ipc_assault_on_women_with_intent_to_outrage_her_modesty_total_ab,women_sexual_harassment_sec_75_bnssec354a_ipc_sexual_harassment_total_ab,women_assault_or_use_of_criminal_force_with_intent_to_disrobe_sec_76_bnssec_354b_ipc_assault_or_use_of_criminal_force_with_intent_to_disrobe_total_ab,women_voyeurism_sec_77_bnssec_354c_ipc_voyeurism_total_ab,women_stalking_sec_78_bnssec_354d_ipc_stalking_total_ab,women_insult_to_the_modesty_of_women_sec_79_bnssec_509_ipc_insult_to_the_modesty_of_women_total_ab,women_dowry_deaths_sec_80_bns_sec_304b_ipc,women_cruelty_by_husband_or_his_relatives_sec_85_bnssec_498_a_ipc,women_kidnapping_or_abducting_or_inducing_women_to_compel_her_for_marriage_sec_87_bnssec_366_ipc_kidnapping_or_abducting_or_inducing_women_to_compel_her_for_marriage_total_ab,women_miscarriage_sec_88_to_90_bnssec_313_and_314_ipc,women_procuration_of_minor_girls_sec_96_bnssec_366a_ipc,women_selling_of_girls_for_prostitution_sec_98_bnssec_372_ipc,women_buying_of_girls_for_prostitution_sec_99_bnssec_373_ipc,women_abetment_to_suicides_of_women_us_107108_bnssec_305306_ipc,women_acid_attack_sec_1241_bnssec_326a_ipc,women_attempt_to_acid_attack_sec_1242_bnssec_326b_ipc,women_kidnapping_abduction_of_women_kidnapping_abduction_of_women_total_abcde,women_a_k_a_sec137_138_bnssec_363_ipc,women_kidnapping_abduction_of_women_b_k_a_in_order_to_murder_sec1401_bnssec_364_ipc,women_c_kidnapping_for_ransom_sec_1402_bnssec_364a_ipc,women_d_importation_of_girls_from_foreign_country_sec_141_bnssec_366_b_ipc,women_kidnapping_abduction_of_women_e_ka_of_women_others_sec_1403_1404142_bnssec_365_367_368_ipc,women_total_ipcbns_crimes_against_women,women_dowry_prohibition_act_1961,women_immoral_traffic_prevention_act_1956_women_victim_cases_only_immoral_traffic_prevention_act_total_abcde,women_a_procuring_inducing_children_for_the_sake_of_prostitution_sec_5,women_b_detaining_a_person_in_premises_where_prostitution_is_carried_onsec_6,women_immoral_traffic_prevention_act_1956_women_victim_cases_only_c_prostitution_in_or_in_the_vicinity_of_public_places_sec_7,women_d_seducing_or_soliciting_for_purpose_of_prostitution_sec_8,women_e_other_sections_under_itp_act,women_protection_of_women_from_domestic_violence_act_2005,women_cyber_crimesinformation_technology_act_women_centric_crimes_only_cyber_crimesinformation_technology_act_total_ab,women_a_publishing_or_transmitting_of_sexually_explicit_material_sec_67a67bgirls_it_act,women_b_other_women_centric_cyber_crimes_ex_blackmailingdefamationmorphingfake_profile,women_protection_of_children_from_sexual_violence_act_girl_child_victims_only_pocso_act_total_abcde,women_a_pocso_act_sec_4_6,women_b_pocso_act_sec_8_10,women_protection_of_children_from_sexual_violence_act_girl_child_victims_only_c_pocso_act_sec_12,women_d_pocso_act_sec_14_15,women_e_pocso_act_sec_17_22,women_indecent_representation_of_women_prohibition_act_1986,women_total_sll_crimes_against_women,women_total_crime_against_women_ipcbns_sll_crimes
Uttar Pradesh,Ghaziabad,176,224,31,20,2,1,87,49,26,9,34,2,31,650,255,1,0,0,0,23,2,1,546,539,3,1,0,3,1915,9,0,0,0,0,0,0,0,0,0,0,475,313,151,9,1,1,0,484,2399
Uttar Pradesh,Ghazipur,24,0,0,14,0,0,135,51,47,2,5,0,27,241,0,0,0,0,0,3,0,0,177,177,0,0,0,0,726,0,0,0,0,0,0,0,0,7,7,0,67,17,49,0,0,1,0,74,800
Uttar Pradesh,Gonda,109,257,240,7,1,0,139,18,8,0,3,0,36,19,497,0,0,0,0,14,0,0,327,327,0,0,0,0,1178,421,0,0,0,0,0,0,0,38,38,0,153,59,88,2,1,3,0,612,1790
Uttar Pradesh,Gorakhpur,10,68,0,0,0,0,0,78,7,2,1,0,30,967,68,0,0,0,0,0,0,0,57,57,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,239,91,143,4,0,1,0,239,1459
Uttar Pradesh,Hamirpur,28,11,13,0,0,0,66,1,5,2,3,0,25,134,24,0,0,0,0,10,0,0,48,48,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,79,20,58,1,0,0,0,79,425
Uttar Pradesh,Hapur,25,78,30,9,0,0,36,53,8,2,31,0,14,114,108,0,0,0,0,0,0,0,68,68,0,0,0,0,468,0,0,0,0,0,0,0,0,6,6,0,92,40,50,2,0,0,0,98,566
Uttar Pradesh,Hardoi,49,0,72,0,0,0,222,0,0,0,0,0,44,356,72,0,0,0,0,0,0,0,798,798,0,0,0,0,1541,0,0,0,0,0,0,0,0,0,0,0,157,122,35,0,0,0,0,157,1698
Uttar Pradesh,Hathras,37,156,58,1,0,0,116,4,25,2,6,0,24,173,214,0,0,0,0,0,0,0,71,71,0,0,0,0,673,0,0,0,0,0,0,0,0,5,5,0,36,12,24,0,0,0,0,41,714
Uttar Pradesh,Jalaun,21,0,0,0,0,0,16,0,14,3,1,0,24,136,0,0,0,0,0,10,0,0,63,62,1,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,70,31,38,1,0,0,0,70,358
Uttar Pradesh,Jaunpur,51,4,92,0,1,0,49,70,16,5,8,0,21,320,96,0,0,0,0,14,0,0,86,86,0,0,0,0,737,2,0,0,0,0,0,0,0,2,2,0,158,75,82,1,0,0,0,162,899
Uttar Pradesh,Jhansi,41,1,40,0,0,0,68,0,17,1,2,0,25,322,41,0,0,0,0,5,0,0,39,39,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,0,86,21,65,0,0,0,0,86,647
Uttar Pradesh,Kannauj,31,44,60,0,0,0,72,0,9,0,5,0,17,395,104,0,0,0,0,0,0,0,113,112,1,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,139,95,44,0,0,0,0,139,885
Uttar Pradesh,Kanpur Dehat,11,44,0,1,0,0,91,0,0,0,0,0,23,171,44,0,0,0,0,6,0,0,157,79,0,0,0,78,504,0,0,0,0,0,0,0,0,0,0,0,78,22,56,0,0,0,0,78,582
Uttar Pradesh,Kanpur Commissionarate,111,0,0,0,0,0,120,113,11,0,0,0,54,986,0,0,0,0,0,0,0,0,350,350,0,0,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,205,93,104,8,0,0,0,205,1950
Uttar Pradesh,Kasganj,28,172,0,3,1,0,38,33,25,1,5,1,25,129,172,0,0,0,0,7,0,0,178,178,0,0,0,0,646,7,0,0,0,0,0,0,0,0,0,0,95,23,70,2,0,0,0,102,748
Uttar Pradesh,Kaushambi,40,0,85,0,1,0,0,51,11,0,5,0,20,95,85,0,0,0,0,0,0,0,70,70,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,40,11,29,0,0,0,0,40,418
Uttar Pradesh,Khiri,44,0,145,0,0,0,49,0,0,0,0,0,32,368,145,0,0,0,0,0,0,0,205,205,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,98,23,75,0,0,0,0,98,941
Uttar Pradesh,Kushi Nagar,9,22,17,0,0,0,0,101,10,0,4,0,29,68,39,0,0,0,0,3,0,0,634,634,0,0,0,0,897,0,0,0,0,0,0,0,0,0,0,0,86,39,46,1,0,0,0,86,983
Uttar Pradesh,Lalitpur,11,12,0,0,0,0,22,17,0,0,0,0,15,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
Uttar Pradesh,Lucknow Commissionarate,162,63,0,37,0,0,176,30,40,4,31,0,22,1446,63,0,0,0,0,15,2,0,265,265,0,0,0,0,2293,48,1,1,0,0,0,0,0,0,0,0,249,112,125,12,0,0,0,298,2591
Uttar Pradesh,Maharajganj,30,5,0,0,0,0,22,1,0,0,1,0,32,270,5,0,0,0,0,1,0,0,8,8,0,0,0,0,370,0,0,0,0,0,0,0,0,17,17,0,107,50,57,0,0,0,0,124,494
Uttar Pradesh,Mahoba,9,11,3,3,0,0,44,4,5,0,2,0,11,34,14,0,0,0,0,6,0,0,113,113,0,0,0,0,245,6,0,0,0,0,0,0,0,2,2,0,79,37,41,0,0,1,0,87,332
Uttar Pradesh,Mainpuri,19,73,0,1,0,0,49,2,7,2,1,0,31,160,73,3,0,0,0,2,0,0,148,148,0,0,0,0,498,111,0,0,0,0,0,0,0,9,0,9,65,16,49,0,0,0,0,185,683
Uttar Pradesh,Mathura,52,375,0,4,2,0,105,17,27,2,4,0,22,341,375,0,0,0,0,8,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,140,75,64,1,0,0,0,140,1099
Uttar Pradesh,Mau,42,87,61,0,0,0,52,11,10,0,1,0,9,6,148,0,0,0,0,0,0,0,0,0,0,0,0,0,279,201,0,0,0,0,0,0,0,0,0,0,76,38,35,1,0,2,0,277,556
Uttar Pradesh,Meerut,60,188,0,4,0,8,61,50,34,4,13,1,34,724,188,0,0,0,0,4,1,0,151,151,0,0,0,0,1337,0,2,0,0,0,0,2,1,0,0,0,217,113,101,1,0,2,0,220,1557
Uttar Pradesh,Mirzapur,15,0,29,1,0,15,21,13,0,0,0,0,22,115,29,0,0,0,0,15,0,0,28,28,0,0,0,0,274,0,0,0,0,0,0,0,0,19,19,0,28,8,20,0,0,0,0,47,321
Uttar Pradesh,Moradabad,26,20,0,40,0,0,80,20,24,0,0,0,42,666,20,0,0,0,0,0,1,0,58,58,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0,56,22,31,2,1,0,0,56,1033
Uttar Pradesh,Muzaffarnagar,70,142,49,0,0,0,19,20,11,1,7,0,25,330,191,0,0,0,0,0,2,0,3,0,0,0,0,3,679,0,0,0,0,0,0,0,0,1,1,0,86,49,35,2,0,0,0,87,766
Uttar Pradesh,Pilibhit,102,293,126,14,0,0,0,182,21,4,3,0,31,417,419,0,0,0,0,3,1,0,99,98,0,0,0,1,1296,0,0,0,0,0,0,0,0,1,1,0,91,29,62,0,0,0,0,92,1388
Uttar Pradesh,Pratapgarh,30,117,0,0,0,6,35,44,11,0,0,0,23,296,117,0,0,0,0,0,0,0,199,199,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,70,27,43,0,0,0,0,70,831
Uttar Pradesh,Raibareilly,37,0,119,0,0,0,78,0,0,0,0,0,24,149,119,0,0,0,0,0,0,0,107,107,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,133,43,88,2,0,0,0,133,647
Uttar Pradesh,Rampur,72,131,39,7,0,5,0,53,21,0,2,0,14,28,170,1,0,0,0,1,0,0,45,45,0,0,0,0,419,459,0,0,0,0,0,0,0,5,5,0,96,49,44,3,0,0,0,560,979
Uttar Pradesh,Saharanpur,34,104,0,0,1,0,58,19,4,1,7,2,25,160,104,0,0,0,0,0,0,0,0,0,0,0,0,0,415,348,0,0,0,0,0,0,0,0,0,0,166,93,72,1,0,0,0,514,929
Uttar Pradesh,Sambhal,55,45,60,7,0,10,32,30,19,1,4,0,19,232,105,0,0,0,0,0,2,0,125,125,0,0,0,0,641,13,0,0,0,0,0,0,0,3,3,0,102,45,53,1,0,3,0,118,759
Uttar Pradesh,Sant Kabirnagar,55,0,60,0,0,0,0,67,8,2,2,0,7,54,60,0,0,0,0,4,0,0,68,68,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,56,27,29,0,0,0,0,56,383
Uttar Pradesh,Shahjahanpur,19,19,14,0,0,0,103,0,0,0,0,21,54,356,33,0,0,0,0,1,3,0,23,23,0,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,70,23,46,0,1,0,0,70,683
Uttar Pradesh,Shamli,29,11,6,0,0,0,37,10,37,2,6,0,11,181,17,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,1,1,0,83,28,55,0,0,0,0,84,414
Uttar Pradesh,Shrawasti,20,7,0,1,0,0,38,12,8,2,0,0,18,2,7,0,0,0,0,2,0,0,111,111,0,0,0,0,221,124,0,0,0,0,0,0,0,2,2,0,21,3,17,0,0,1,0,147,368
Uttar Pradesh,Sidharthnagar,26,45,105,0,0,0,25,17,5,2,0,0,24,43,150,0,0,0,0,4,0,0,130,130,0,0,0,0,426,115,0,0,0,0,0,0,0,2,2,0,19,3,16,0,0,0,0,136,562
Uttar Pradesh,Sitapur,61,0,0,0,0,0,226,0,0,0,0,0,63,430,0,0,0,0,0,0,0,0,406,406,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,0,129,62,67,0,0,0,0,129,1315
Uttar Pradesh,Sonbhadra,116,0,0,0,0,0,78,0,0,0,0,0,21,56,0,0,0,0,0,4,0,0,47,47,0,0,0,0,322,137,0,0,0,0,0,0,0,0,0,0,105,67,38,0,0,0,0,242,564
Uttar Pradesh,Bhadohi,10,23,24,0,1,1,23,7,2,0,2,2,15,10,47,0,0,0,0,4,0,0,69,69,0,0,0,0,193,72,0,0,0,0,0,0,0,4,4,0,28,14,14,0,0,0,0,104,297
Uttar Pradesh,Sultanpur,66,179,151,7,0,6,66,10,13,0,1,0,26,28,330,0,0,0,0,5,0,0,202,202,0,0,0,0,760,205,0,0,0,0,0,0,0,22,22,0,78,27,50,0,0,1,0,305,1065
Uttar Pradesh,Unnao,28,211,169,0,0,0,207,9,19,1,3,0,32,241,380,0,0,0,0,5,0,0,35,29,6,0,0,0,960,0,0,0,0,0,0,0,0,8,8,0,206,53,152,1,0,0,0,214,1174
Uttar Pradesh,Varanasi Commissionarate,75,176,5,5,3,0,35,83,12,1,5,2,23,646,181,3,0,0,0,12,0,0,186,186,0,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,0,106,56,49,0,0,1,0,106,1378
Uttarakhand,Almora,8,0,0,0,0,0,7,1,1,1,4,0,0,14,0,0,0,0,0,0,0,0,26,5,0,0,0,21,62,0,0,0,0,0,0,0,0,0,0,0,28,17,11,0,0,0,0,28,90
Uttarakhand,Bageshwar,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,4,18,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,6,24
Uttarakhand,Chamoli,3,0,1,2,0,0,3,3,0,0,5,1,1,1,1,0,0,0,0,0,0,0,14,4,0,0,0,10,34,1,0,0,0,0,0,0,0,5,5,0,17,12,3,2,0,0,0,23,57
Uttarakhand,Champawat,6,0,0,0,0,0,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,22,2,0,0,0,20,38,6,0,0,0,0,0,0,0,0,0,0,29,23,6,0,0,0,0,35,73
Uttarakhand,Dehradun,75,0,91,0,0,0,83,18,2,4,11,0,10,61,91,0,0,1,1,0,0,0,110,82,0,0,0,28,467,199,3,0,0,3,0,0,0,54,54,0,177,106,70,0,1,0,1,434,901
Uttarakhand,Haridwar,104,35,0,6,0,1,113,29,25,5,5,3,14,18,35,1,0,0,0,1,1,0,157,138,0,0,0,19,518,155,0,0,0,0,0,0,0,2,2,0,270,176,92,0,0,2,0,427,945
Uttarakhand,Nainital,33,1,5,1,0,0,18,14,4,1,14,1,2,8,6,0,0,0,0,2,0,0,92,16,0,0,0,76,196,31,1,0,1,0,0,0,0,1,0,1,75,43,31,0,0,1,0,108,304
Uttarakhand,Pauri Garhwal,8,0,0,0,0,0,14,5,1,0,3,2,0,2,0,0,0,0,0,1,0,0,26,15,0,0,0,11,62,12,0,0,0,0,0,0,0,4,4,0,25,25,0,0,0,0,0,41,103
Uttarakhand,Pithoragarh,6,0,0,1,0,1,6,1,0,0,1,2,0,4,0,0,0,0,0,2,0,0,14,2,0,0,0,12,38,2,0,0,0,0,0,0,0,6,6,0,29,14,9,4,2,0,0,37,75
Uttarakhand,Rudra Prayag,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,9,19,0,0,0,0,0,0,0,0,1,1,0,5,5,0,0,0,0,0,6,25
Uttarakhand,Tehri Garhwal,0,0,0,0,0,1,1,2,2,0,1,1,1,8,0,0,0,0,0,0,0,0,5,0,0,0,0,5,22,0,0,0,0,0,0,0,0,3,3,0,33,30,3,0,0,0,0,36,58
Uttarakhand,Udhamsingh Nagar,58,0,0,0,0,0,52,0,43,0,0,0,11,44,0,0,0,0,0,0,0,0,50,15,0,0,0,35,258,151,0,0,0,0,0,0,0,6,6,0,223,144,79,0,0,0,0,380,638
Uttarakhand,Uttarkashi,3,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16,7,1,0,0,8,24,5,0,0,0,0,0,0,0,1,1,0,17,14,3,0,0,0,0,23,47
Uttarakhand,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2
Uttarakhand,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Alipurduar,27,0,0,10,2,13,22,13,8,6,3,0,10,316,0,0,0,0,0,15,0,0,135,128,0,0,0,7,580,0,3,0,0,0,0,3,0,0,0,0,83,61,14,4,0,4,0,86,666
West Bengal,Asansol-Durgapur Pc,14,2,0,9,0,13,12,6,1,1,3,1,14,479,2,0,0,0,0,6,0,0,95,91,0,1,0,3,656,0,0,0,0,0,0,0,0,0,0,0,66,49,15,2,0,0,0,66,722
West Bengal,Bankura,17,1,5,0,0,11,27,10,25,2,3,29,15,355,6,3,0,0,0,8,0,0,177,26,0,0,0,151,688,0,0,0,0,0,0,0,0,0,0,0,46,40,4,2,0,0,0,46,734
West Bengal,Barrackpur Pc,17,2,6,0,0,1,243,50,60,15,24,20,5,1204,8,0,0,0,0,10,2,0,77,66,1,4,0,6,1736,0,2,0,0,0,0,2,0,0,0,0,76,36,24,15,1,0,0,78,1814
West Bengal,Bidhannagar Pc,7,0,3,19,0,1,48,25,6,4,18,8,5,384,3,0,0,0,0,5,0,0,45,43,0,0,1,1,578,0,3,0,0,0,0,3,0,2,2,0,46,33,10,3,0,0,0,51,629
West Bengal,Birbhum,33,0,0,2,0,9,13,5,1,1,1,2,7,389,0,0,0,0,0,17,2,0,104,103,0,1,0,0,586,0,2,0,0,0,0,2,0,0,0,0,52,41,4,7,0,0,0,54,640
West Bengal,Coochbehar,71,0,0,12,0,46,29,14,4,2,6,13,22,442,0,2,1,0,0,22,0,0,485,0,0,0,0,485,1171,0,3,0,0,0,0,3,0,0,0,0,117,59,35,22,1,0,0,120,1291
West Bengal,Dakshin Dinajpur,22,0,1,1,0,32,10,10,4,2,3,15,10,222,1,3,0,0,0,10,0,0,196,68,0,5,0,123,541,0,0,0,0,0,0,0,0,0,0,0,37,24,9,3,0,1,0,37,578
West Bengal,Darjeeling,9,0,0,0,1,7,80,0,0,0,0,5,2,97,0,0,0,0,0,2,0,0,42,42,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,49,30,13,3,0,3,0,49,294
West Bengal,Hooghly Rural Police,30,0,0,0,0,20,6,5,7,3,8,0,17,571,0,0,0,0,0,12,0,0,156,89,0,0,0,67,835,0,0,0,0,0,0,0,0,0,0,0,85,76,9,0,0,0,0,85,920
West Bengal,Howrah Grp,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
West Bengal,Howrah Pc,11,0,0,0,0,4,39,0,0,0,0,0,0,590,0,0,0,0,0,18,3,1,166,166,0,0,0,0,832,0,1,0,0,0,0,1,0,0,0,0,83,20,35,28,0,0,0,84,916
West Bengal,Howrah Rural,14,0,0,0,0,4,0,3,2,3,1,1,10,487,0,0,0,0,0,9,0,0,110,106,0,0,0,4,644,0,0,0,0,0,0,0,0,0,0,0,86,58,17,11,0,0,0,86,730
West Bengal,Jalpaiguri,33,0,0,8,0,16,16,12,0,0,4,0,5,219,0,0,0,0,0,13,0,0,139,39,0,0,0,100,465,0,0,0,0,0,0,0,0,0,0,0,97,78,11,7,0,1,0,97,562
West Bengal,Jhargram,7,0,12,3,0,2,5,5,7,0,1,0,2,119,12,0,0,0,0,0,0,0,103,103,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,27,293
West Bengal,Kharagpur Grp,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
West Bengal,Kolkata,12,6,0,0,1,1,79,33,22,39,74,235,11,869,6,0,13,0,0,32,0,1,329,312,1,2,0,14,1757,0,4,0,0,0,0,4,0,3,3,0,194,159,26,9,0,0,0,201,1958
West Bengal,Malda,125,2,0,30,0,85,47,14,19,15,27,12,16,722,2,5,0,0,0,35,0,0,298,291,0,3,0,4,1452,0,0,0,0,0,0,0,0,0,0,0,251,146,80,24,1,0,0,251,1703
West Bengal,Murshidabad Police District,128,0,9,19,1,115,29,12,16,6,12,2,18,1502,9,0,0,0,0,30,3,0,432,412,0,3,0,17,2334,0,1,0,0,0,0,1,0,0,0,0,184,180,2,2,0,0,0,185,2519
West Bengal,Paschim Medinipur,34,25,0,0,0,39,35,119,31,39,22,4,9,433,25,3,0,0,0,18,2,0,186,25,1,4,0,156,999,0,1,0,0,0,0,1,0,0,0,0,100,61,29,5,5,0,0,101,1100
West Bengal,Purab Medinipur,46,11,88,0,0,37,23,12,5,19,16,1,19,818,99,0,0,0,0,4,3,0,492,454,2,1,0,35,1594,0,3,0,0,0,0,3,0,0,0,0,77,46,21,10,0,0,0,80,1674
West Bengal,Purulia,18,0,1,0,0,14,15,9,14,0,7,0,6,245,1,0,0,0,0,8,1,0,77,75,0,0,0,2,415,0,0,0,0,0,0,0,0,0,0,0,45,33,12,0,0,0,0,45,460
West Bengal,Sealdah Grp,1,0,1,0,0,0,7,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,3,17
West Bengal,Siliguri Grp,1,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,15
West Bengal,Siliguri Pc,7,0,0,0,0,2,0,8,29,6,17,12,1,525,0,0,0,0,0,3,0,0,218,150,0,0,0,68,828,0,3,0,0,0,0,3,0,0,0,0,67,7,40,20,0,0,0,70,898
West Bengal,Baruipur Police,72,0,0,0,0,48,14,20,5,16,6,8,15,1101,0,0,0,0,0,0,2,0,290,279,1,3,0,7,1597,0,0,0,0,0,0,0,0,0,0,0,172,105,54,13,0,0,0,172,1769
West Bengal,Chandannagar Pc,10,0,0,6,0,0,10,4,0,0,0,0,2,511,0,0,0,0,0,0,0,0,19,19,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,19,8,8,3,0,0,0,19,581
West Bengal,Diamond Harbour Police,29,0,0,0,0,10,0,10,8,2,6,0,9,930,0,0,0,0,0,15,3,0,122,113,0,0,0,9,1144,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,65,1209
West Bengal,Kalimpong,3,0,0,0,0,3,3,2,1,0,0,0,0,18,0,0,0,0,0,0,0,0,16,16,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,25,23,2,0,0,0,0,25,71
West Bengal,Purba Bardhaman,35,21,18,0,0,22,39,21,101,11,16,7,21,1115,39,0,0,0,0,29,2,0,358,352,0,0,0,6,1816,0,2,0,0,0,0,2,0,2,2,0,114,54,48,7,5,0,0,118,1934
West Bengal,Sundarban Police,29,0,0,0,0,22,16,7,9,5,4,1,1,820,0,1,0,0,0,10,0,0,232,9,0,0,0,223,1157,0,1,0,0,0,0,1,0,0,0,0,81,50,27,4,0,0,0,82,1239
West Bengal,Barasat,20,0,10,3,0,9,15,8,14,9,8,3,14,778,10,0,0,0,0,8,1,0,198,192,0,2,0,4,1098,0,0,0,0,0,0,0,0,0,0,0,87,54,23,10,0,0,0,87,1185
West Bengal,Basirhat,35,1,0,3,0,23,4,5,5,1,2,2,10,456,1,0,0,0,0,18,1,1,148,137,0,0,0,11,715,0,0,0,0,0,0,0,0,3,0,3,57,41,16,0,0,0,2,62,777
West Bengal,Bangaon,38,0,0,0,0,10,23,34,46,5,12,12,5,485,0,4,2,0,0,2,0,0,57,54,1,2,0,0,735,0,1,0,0,0,0,1,0,0,0,0,38,18,13,7,0,0,0,39,774
West Bengal,Islampur,19,0,0,4,0,9,1,1,0,4,4,0,7,170,0,0,0,0,0,5,0,0,96,26,0,0,0,70,320,0,1,0,0,0,0,1,0,0,0,0,23,23,0,0,0,0,0,24,344
West Bengal,Jangipur Police District,14,0,0,4,0,16,2,0,0,2,0,0,8,451,0,0,0,0,0,3,1,0,93,7,0,0,0,86,594,0,2,0,0,0,0,2,0,0,0,0,41,29,12,0,0,0,0,43,637
West Bengal,Krishnagar,70,10,38,16,0,101,16,10,9,7,5,0,15,630,48,0,0,0,0,9,2,1,127,23,0,1,0,103,1066,0,2,0,0,0,0,2,0,0,0,0,47,22,9,16,0,0,0,49,1115
West Bengal,Raiganj,18,0,0,13,0,23,5,2,0,0,2,7,4,162,0,0,0,0,0,11,0,0,108,73,0,0,0,35,355,0,0,0,0,0,0,0,0,0,0,0,53,41,7,5,0,0,0,53,408
West Bengal,Ranaghat,41,0,0,3,0,41,10,15,15,3,3,12,20,715,0,0,0,0,0,4,2,2,211,176,0,2,0,33,1097,0,0,0,0,0,0,0,0,0,0,0,67,31,27,8,1,0,0,67,1164
A&N Islands,South Andaman,7,0,0,0,0,0,10,6,0,2,1,5,0,2,0,0,0,0,0,0,0,0,10,10,0,0,0,0,43,0,0,0,0,0,0,0,0,1,1,0,44,36,6,2,0,0,0,45,88
A&N Islands,North & Middle Andaman,0,0,0,0,1,0,4,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,16,0,0,0,0,0,0,0,0,5,5,0,18,14,4,0,0,0,0,23,39
A&N Islands,Nicobar,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,26,25,1,0,0,0,0,27,29
Chandigarh,Chandigarh,96,0,3,0,1,2,7,12,1,6,5,7,3,162,3,0,1,0,0,0,0,0,138,137,1,0,0,0,444,0,2,0,0,2,0,0,0,4,2,2,2,0,2,0,0,0,0,8,452
D&N Haveli And Daman & Diu,D&N Haveli,4,0,0,0,0,0,2,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,19,18,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,22,20,1,1,0,0,0,22,54
D&N Haveli And Daman & Diu,Daman,6,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,13,0,0,0,0,23,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0,0,5,28
D&N Haveli And Daman & Diu,Diu,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,4
