state,district,women_rape_sec_64_6870_71_bnssec376_ipc_rape_total_ab,women_a_women_18_years_and_above,women_b_girls_below_18_years,women_sexual_intercourse_by_employing_deceitful_means_sec_69_bns,women_murder_with_rapegang_rape_sec_103_rw_sec_64_6870_71_bns_sec_302_rw_376_ipc,women_attempt_to_commit_rape_sec_64_rw_62_bnssec376_rw_511_ipc_attempt_to_commit_rape_total_ab,women_assault_on_women_with_intent_to_outrage_her_modesty_sec_74_bnssec354_ipc_assault_on_women_with_intent_to_outrage_her_modesty_total_ab,women_sexual_harassment_sec_75_bnssec354a_ipc_sexual_harassment_total_ab,women_assault_or_use_of_criminal_force_with_intent_to_disrobe_sec_76_bnssec_354b_ipc_assault_or_use_of_criminal_force_with_intent_to_disrobe_total_ab,women_voyeurism_sec_77_bnssec_354c_ipc_voyeurism_total_ab,women_stalking_sec_78_bnssec_354d_ipc_stalking_total_ab,women_insult_to_the_modesty_of_women_sec_79_bnssec_509_ipc_insult_to_the_modesty_of_women_total_ab,women_dowry_deaths_sec_80_bns_sec_304b_ipc,women_cruelty_by_husband_or_his_relatives_sec_85_bnssec_498_a_ipc,women_kidnapping_or_abducting_or_inducing_women_to_compel_her_for_marriage_sec_87_bnssec_366_ipc_kidnapping_or_abducting_or_inducing_women_to_compel_her_for_marriage_total_ab,women_miscarriage_sec_88_to_90_bnssec_313_and_314_ipc,women_procuration_of_minor_girls_sec_96_bnssec_366a_ipc,women_selling_of_girls_for_prostitution_sec_98_bnssec_372_ipc,women_buying_of_girls_for_prostitution_sec_99_bnssec_373_ipc,women_abetment_to_suicides_of_women_us_107108_bnssec_305306_ipc,women_acid_attack_sec_1241_bnssec_326a_ipc,women_attempt_to_acid_attack_sec_1242_bnssec_326b_ipc,women_kidnapping_abduction_of_women_kidnapping_abduction_of_women_total_abcde,women_a_k_a_sec137_138_bnssec_363_ipc,women_kidnapping_abduction_of_women_b_k_a_in_order_to_murder_sec1401_bnssec_364_ipc,women_c_kidnapping_for_ransom_sec_1402_bnssec_364a_ipc,women_d_importation_of_girls_from_foreign_country_sec_141_bnssec_366_b_ipc,women_kidnapping_abduction_of_women_e_ka_of_women_others_sec_1403_1404142_bnssec_365_367_368_ipc,women_total_ipcbns_crimes_against_women,women_dowry_prohibition_act_1961,women_immoral_traffic_prevention_act_1956_women_victim_cases_only_immoral_traffic_prevention_act_total_abcde,women_a_procuring_inducing_children_for_the_sake_of_prostitution_sec_5,women_b_detaining_a_person_in_premises_where_prostitution_is_carried_onsec_6,women_immoral_traffic_prevention_act_1956_women_victim_cases_only_c_prostitution_in_or_in_the_vicinity_of_public_places_sec_7,women_d_seducing_or_soliciting_for_purpose_of_prostitution_sec_8,women_e_other_sections_under_itp_act,women_protection_of_women_from_domestic_violence_act_2005,women_cyber_crimesinformation_technology_act_women_centric_crimes_only_cyber_crimesinformation_technology_act_total_ab,women_a_publishing_or_transmitting_of_sexually_explicit_material_sec_67a67bgirls_it_act,women_b_other_women_centric_cyber_crimes_ex_blackmailingdefamationmorphingfake_profile,women_protection_of_children_from_sexual_violence_act_girl_child_victims_only_pocso_act_total_abcde,women_a_pocso_act_sec_4_6,women_b_pocso_act_sec_8_10,women_protection_of_children_from_sexual_violence_act_girl_child_victims_only_c_pocso_act_sec_12,women_d_pocso_act_sec_14_15,women_e_pocso_act_sec_17_22,women_indecent_representation_of_women_prohibition_act_1986,women_total_sll_crimes_against_women,women_total_crime_against_women_ipcbns_sll_crimes
Punjab,Fatehgarh Sahib,4,2,28,0,0,0,13,0,0,0,0,1,1,54,30,0,0,0,0,4,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,10,117
Punjab,Fazilka,41,0,65,0,0,0,3,15,2,1,1,1,0,39,65,0,0,0,0,10,0,0,2,0,0,0,0,2,180,0,0,0,0,0,0,0,0,0,0,0,42,33,9,0,0,0,0,42,222
Punjab,Ferozepur,22,5,47,0,0,0,14,0,0,0,0,5,0,44,52,0,0,0,0,7,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,1,0,0,0,14,14,0,0,0,0,0,15,159
Punjab,Grp,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12
Punjab,Gurdaspur,13,1,21,0,0,1,5,1,0,0,1,1,0,38,22,0,0,0,0,1,0,0,2,0,0,0,0,2,85,0,0,0,0,0,0,0,0,2,2,0,19,11,8,0,0,0,0,21,106
Punjab,Hoshiarpur,14,0,50,0,1,0,24,6,3,2,3,3,0,109,50,0,0,0,0,12,0,0,1,0,0,0,0,1,228,0,0,0,0,0,0,0,0,5,1,4,37,30,6,0,0,1,0,42,270
Punjab,Jalandhar Rural,10,1,36,0,0,3,16,7,4,2,0,1,1,49,37,0,5,0,0,2,0,0,1,1,0,0,0,0,138,1,2,2,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,23,161
Punjab,Kapurthala,14,1,34,0,0,2,23,3,5,1,1,1,0,39,35,0,0,0,0,3,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,15,142
Punjab,Khanna,8,0,49,0,0,0,10,5,0,0,2,0,0,21,49,0,0,0,0,4,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,1,11,11,0,0,0,0,0,12,111
Punjab,Ludhiana Rural,14,0,27,0,0,0,19,0,0,0,2,1,2,28,27,0,0,0,0,4,0,0,8,8,0,0,0,0,105,0,0,0,0,0,0,0,0,1,1,0,15,15,0,0,0,0,0,16,121
Punjab,Mansa,9,0,27,0,0,0,5,2,1,0,3,0,1,36,27,1,0,0,0,9,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,19,14,5,0,0,0,0,19,113
Punjab,Moga,18,1,34,0,0,0,13,6,4,0,3,1,2,33,35,0,0,0,0,6,0,0,3,2,0,0,0,1,124,0,0,0,0,0,0,0,0,3,3,0,24,24,0,0,0,0,0,27,151
Punjab,Muktsar,7,0,39,0,0,0,9,2,0,0,3,3,1,13,39,0,0,0,0,3,0,0,0,0,0,0,0,0,80,2,2,0,0,0,0,2,0,0,0,0,17,12,4,0,1,0,0,21,101
Punjab,Pathankot,5,4,24,0,0,0,6,1,2,0,0,0,1,31,28,0,0,0,0,3,0,0,1,0,0,0,0,1,78,0,0,0,0,0,0,0,0,3,3,0,14,9,5,0,0,0,0,17,95
Punjab,Patiala,33,0,71,0,1,3,14,7,3,0,5,0,1,147,71,0,0,0,0,12,0,0,2,0,0,0,0,2,299,2,1,0,0,1,0,0,0,7,7,0,32,24,8,0,0,0,0,42,341
Punjab,Ropar,8,6,25,0,1,3,4,13,0,0,1,0,1,28,31,0,0,0,0,6,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,1,1,0,11,11,0,0,0,0,0,12,108
Punjab,Sangrur,19,5,56,0,0,1,16,2,5,0,1,1,0,45,61,1,0,0,0,8,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,33,31,2,0,0,0,0,33,193
Punjab,Sas Nagar,68,88,76,0,0,1,25,0,0,0,0,0,1,174,164,0,0,0,0,0,1,0,3,0,0,0,0,3,437,1,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,43,480
Punjab,Sbs Nagar,8,0,39,0,1,0,3,8,0,0,4,0,1,50,39,0,0,0,0,3,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,9,126
Punjab,Tarn Taran,10,2,60,0,0,1,23,0,0,0,2,0,3,36,62,0,0,0,0,4,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,3,3,0,17,9,8,0,0,0,0,20,161
Punjab,Bureau Of Investigation,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Punjab,Intelligence Wing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Nri Wing,4,0,0,0,0,0,0,0,0,0,0,1,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
Punjab,Special Task Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,Malerkotla,4,0,14,0,1,0,3,3,0,0,0,0,1,22,14,1,3,0,0,0,0,0,7,6,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0,0,11,7,3,1,0,0,0,11,70
Punjab,Cyber Crime Wing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,2,3
Rajasthan,Ajmer,105,14,0,0,0,10,211,13,36,3,9,8,4,273,14,8,16,0,0,2,1,0,115,102,0,1,0,12,828,9,0,0,0,0,0,0,0,4,4,0,62,44,17,0,1,0,0,75,903
Rajasthan,Alwar,242,97,0,3,1,47,745,7,27,3,6,11,16,295,97,10,0,0,0,2,1,0,104,90,3,1,0,10,1617,0,0,0,0,0,0,0,0,0,0,0,100,69,15,0,16,0,0,100,1717
Rajasthan,Banswara,90,92,0,0,2,8,59,3,31,1,2,2,3,135,92,0,1,0,0,1,0,0,130,126,1,0,0,3,560,2,2,2,0,0,0,0,0,0,0,0,50,43,5,1,1,0,0,54,614
Rajasthan,Baran,93,17,4,0,0,5,62,16,9,0,17,0,4,284,21,0,0,0,0,1,0,0,80,77,1,0,0,2,592,0,0,0,0,0,0,0,0,0,0,0,61,41,15,0,5,0,0,61,653
Rajasthan,Barmer,91,10,5,0,4,24,126,1,44,0,11,5,6,122,15,0,0,0,0,3,0,0,36,28,0,0,0,8,488,0,0,0,0,0,0,0,0,4,4,0,52,40,12,0,0,0,0,56,544
Rajasthan,Bharatpur,122,7,0,0,1,54,459,301,6,2,19,0,25,361,7,0,0,0,0,1,0,0,154,56,0,0,0,98,1512,0,0,0,0,0,0,0,0,0,0,0,44,24,17,0,0,3,0,44,1556
Rajasthan,Bhilwara,132,42,6,0,1,13,165,1,0,1,15,3,6,310,48,2,0,0,0,2,0,0,211,187,1,1,0,22,910,1,0,0,0,0,0,0,0,2,1,1,53,38,15,0,0,0,0,56,966
Rajasthan,Bikaner,144,75,0,0,1,13,129,90,0,0,0,4,13,390,75,0,0,0,0,7,0,0,38,0,0,0,0,38,904,0,0,0,0,0,0,0,0,0,0,0,95,76,19,0,0,0,0,95,999
Rajasthan,Bundi,69,6,0,0,1,0,81,19,0,2,8,30,1,272,6,0,0,0,0,1,0,0,99,64,0,0,0,35,589,0,0,0,0,0,0,0,0,0,0,0,50,31,19,0,0,0,0,50,639
Rajasthan,Chittorgarh,84,21,0,0,1,8,136,6,45,0,1,3,4,248,21,1,0,0,0,5,0,0,138,137,0,0,0,1,701,3,0,0,0,0,0,0,0,0,0,0,33,22,9,0,0,2,0,36,737
Rajasthan,Churu,80,7,1,0,2,12,56,105,14,1,7,4,12,317,8,6,1,0,0,4,0,0,56,48,0,0,0,8,685,6,0,0,0,0,0,0,0,6,6,0,60,51,8,0,1,0,0,72,757
Rajasthan,Dausa,128,46,0,0,2,0,517,0,0,0,0,0,11,203,46,0,0,0,0,0,0,0,76,7,0,0,0,69,983,0,0,0,0,0,0,0,0,4,4,0,63,45,5,0,13,0,0,67,1050
Rajasthan,Dholpur,121,62,2,0,1,45,235,6,8,2,6,0,26,169,64,0,0,0,0,3,0,0,64,24,0,1,0,39,750,0,0,0,0,0,0,0,0,4,4,0,88,24,48,0,0,16,0,92,842
Rajasthan,Dungarpur,58,22,161,0,0,0,89,0,0,0,0,0,5,116,183,0,0,0,0,0,0,0,71,71,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,39,34,5,0,0,0,0,39,561
Rajasthan,Grp Ajmer,2,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,13
Rajasthan,Grp Jodhpur,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Rajasthan,Ganganagar,147,1,4,1,0,11,133,6,25,1,9,1,6,293,5,0,0,0,0,2,0,0,103,85,0,0,0,18,743,3,7,7,0,0,0,0,0,3,3,0,53,42,11,0,0,0,0,66,809
Rajasthan,Hanumangarh,150,15,2,0,1,19,161,2,12,0,5,1,7,363,17,5,0,0,0,2,0,0,90,72,1,0,0,17,835,0,2,1,1,0,0,0,0,0,0,0,48,39,9,0,0,0,0,50,885
Rajasthan,Jaipur East,163,7,0,0,0,11,146,50,5,3,15,8,7,189,7,0,0,0,0,3,0,0,178,174,0,0,0,4,785,13,1,0,0,0,0,1,0,6,6,0,42,26,16,0,0,0,0,62,847
Rajasthan,Jaipur North,73,12,0,0,0,2,110,5,18,0,1,0,3,205,12,0,0,0,0,2,0,0,43,0,0,0,0,43,474,0,1,0,0,0,0,1,0,0,0,0,28,19,9,0,0,0,0,29,503
Rajasthan,Jaipur Rural,90,9,0,0,0,12,212,11,7,1,3,43,8,139,9,1,0,0,0,0,0,0,53,52,0,0,0,1,589,0,1,0,0,1,0,0,0,11,11,0,42,29,13,0,0,0,0,54,643
Rajasthan,Jaipur South,132,7,0,3,1,9,203,10,27,2,3,6,5,190,7,11,0,0,0,3,0,0,65,62,0,0,0,3,677,13,0,0,0,0,0,0,0,3,3,0,37,25,12,0,0,0,0,53,730
Rajasthan,Jaipur West,129,17,0,0,0,9,170,8,42,1,6,7,10,301,17,0,0,0,0,3,0,0,68,51,0,0,0,17,771,1,0,0,0,0,0,0,0,0,0,0,41,33,8,0,0,0,0,42,813
Rajasthan,Jaisalmer,18,9,9,0,1,4,71,4,2,0,4,3,10,38,18,0,0,0,0,0,0,0,10,10,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,11,6,4,0,1,0,0,11,194
Rajasthan,Jalore,39,47,0,0,1,3,72,0,27,0,0,0,4,76,47,0,0,0,0,0,0,0,3,3,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,0,14,286
Rajasthan,Jhalawar,118,17,2,0,0,18,149,5,18,5,12,2,6,375,19,3,0,0,0,2,0,0,98,95,0,1,0,2,830,0,0,0,0,0,0,0,0,1,1,0,82,48,33,1,0,0,0,83,913
Rajasthan,Jhunjhunu,84,27,48,0,0,8,139,0,9,1,18,0,8,275,75,0,0,0,0,0,0,0,45,45,0,0,0,0,662,0,0,0,0,0,0,0,0,6,0,6,28,25,3,0,0,0,0,34,696
Rajasthan,Jodhpur East,62,0,4,0,0,2,175,2,0,1,3,0,3,126,4,0,0,0,0,1,0,0,34,34,0,0,0,0,413,0,0,0,0,0,0,0,0,11,9,2,21,15,6,0,0,0,0,32,445
Rajasthan,Jodhpur West,84,1,0,0,0,4,128,1,3,1,12,7,3,103,1,0,0,0,0,2,0,0,52,49,0,0,0,3,401,0,2,0,0,0,0,2,0,17,17,0,42,31,11,0,0,0,0,61,462
Rajasthan,Jodhpur Rural,58,32,0,0,1,19,171,2,17,1,2,4,6,77,32,0,13,0,0,0,0,0,37,31,0,0,0,6,440,0,0,0,0,0,0,0,0,3,3,0,32,26,5,0,1,0,0,35,475
Rajasthan,Karauli,81,65,0,0,0,32,136,0,282,0,2,1,9,132,65,1,1,0,0,3,0,0,26,23,0,1,0,2,771,1,0,0,0,0,0,0,0,3,3,0,33,25,7,1,0,0,0,37,808
Rajasthan,Kota City,109,5,2,1,0,5,82,1,6,3,6,6,6,214,7,1,0,0,0,0,0,1,132,126,0,1,0,5,580,0,2,0,0,2,0,0,0,0,0,0,66,37,27,1,1,0,0,68,648
Rajasthan,Kota Rural,48,0,5,0,0,0,39,2,9,0,4,3,4,152,5,0,0,0,0,1,0,0,60,53,0,0,0,7,327,0,0,0,0,0,0,0,3,0,0,0,33,20,11,2,0,0,0,36,363
Rajasthan,Nagaur,106,37,1,0,0,22,217,1,9,3,11,0,9,183,38,0,0,0,0,0,0,0,51,42,0,0,0,9,650,0,0,0,0,0,0,0,0,3,3,0,47,27,12,7,1,0,0,50,700
Rajasthan,Pali,78,19,13,0,0,19,242,2,36,2,8,9,5,361,32,6,0,0,0,3,1,2,89,67,1,1,0,20,895,0,0,0,0,0,0,0,0,13,13,0,41,30,11,0,0,0,0,54,949
Rajasthan,Pratapgarh,102,14,0,0,1,38,46,32,48,2,7,0,4,132,14,0,0,0,0,7,0,0,129,122,0,0,0,7,562,0,0,0,0,0,0,0,0,0,0,0,38,34,4,0,0,0,0,38,600
Rajasthan,Rajsamand,71,2,1,0,0,6,109,2,31,1,5,3,10,180,3,0,0,0,0,2,0,0,209,205,0,0,0,4,632,2,0,0,0,0,0,0,0,0,0,0,35,21,12,1,1,0,0,37,669
Rajasthan,Sawai Madhopur,46,53,16,0,1,19,65,31,40,25,39,41,3,116,69,0,5,0,0,3,0,0,18,9,0,0,0,9,521,0,0,0,0,0,0,0,0,0,0,0,32,27,5,0,0,0,0,32,553
Rajasthan,Sikar,119,24,0,0,2,29,132,3,47,2,7,9,14,302,24,11,0,0,0,2,0,0,67,23,0,1,0,43,770,1,0,0,0,0,0,0,0,0,0,0,48,39,9,0,0,0,0,49,819
Rajasthan,Sirohi,74,0,0,0,0,15,86,7,3,2,10,0,3,157,0,0,0,0,0,0,0,0,65,54,0,0,0,11,422,0,0,0,0,0,0,0,0,4,4,0,42,35,7,0,0,0,0,46,468
Rajasthan,Tonk,64,42,9,0,0,6,286,0,0,0,0,1,8,217,51,0,0,0,0,0,0,0,56,56,0,0,0,0,689,0,0,0,0,0,0,0,0,3,3,0,39,28,0,0,11,0,0,42,731
Rajasthan,Udaipur,162,27,2,0,0,14,140,10,49,3,13,9,7,352,29,0,0,0,0,4,0,0,203,192,0,0,0,11,995,1,0,0,0,0,0,0,0,1,1,0,87,53,20,2,2,10,0,89,1084
Rajasthan,Jaipur Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
Rajasthan,Scrb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ats & Sog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Ssb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Jaipur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Bhiwadi,79,10,1,0,0,0,63,52,0,0,0,0,4,48,11,0,26,0,0,0,0,0,71,70,0,0,0,1,354,0,0,0,0,0,0,0,0,1,1,0,25,25,0,0,0,0,0,26,380
Rajasthan,Beawar,100,0,0,0,2,3,70,124,0,0,2,0,6,261,0,0,0,0,0,0,1,0,131,108,0,0,0,23,700,0,0,0,0,0,0,0,0,22,22,0,25,19,6,0,0,0,0,47,747
Rajasthan,Didwana-Kuchaman,73,16,0,1,1,31,123,2,11,0,4,2,3,233,16,1,0,0,0,2,0,0,32,29,0,0,0,3,535,10,0,0,0,0,0,0,0,0,0,0,32,25,6,1,0,0,0,42,577
Rajasthan,Kekri,34,6,2,0,0,10,101,5,8,0,0,1,1,117,8,4,0,0,0,2,0,0,44,43,0,0,0,1,335,1,0,0,0,0,0,0,0,1,1,0,17,12,4,1,0,0,0,19,354
Rajasthan,Shahpura,34,16,6,0,0,6,97,2,28,0,3,3,2,101,22,0,7,0,0,2,0,0,48,30,1,0,0,17,355,1,0,0,0,0,0,0,0,0,0,0,15,11,4,0,0,0,0,16,371
Rajasthan,Deeg,124,2,0,0,1,34,296,243,8,0,4,0,13,165,2,0,0,0,0,3,0,0,90,24,0,0,0,66,983,0,0,0,0,0,0,0,0,0,0,0,44,38,6,0,0,0,0,44,1027
Rajasthan,Gangapur City,49,22,11,0,1,45,196,18,10,8,14,4,12,97,33,0,0,0,0,1,0,0,13,13,0,0,0,0,501,0,0,0,0,0,0,0,0,3,3,0,28,23,5,0,0,0,0,31,532
Rajasthan,Anupgarh,75,1,0,0,0,8,41,38,0,0,0,0,6,157,1,0,0,0,0,0,0,0,53,45,0,0,0,8,379,0,0,0,0,0,0,0,0,0,0,0,15,10,5,0,0,0,0,15,394
Rajasthan,Dudu,18,3,0,0,0,6,20,0,0,0,2,5,1,32,3,0,0,0,0,0,0,0,10,5,0,0,0,5,97,0,0,0,0,0,0,0,0,1,1,0,11,3,8,0,0,0,0,12,109
Rajasthan,Khairtal-Tijara,36,20,1,0,1,8,74,45,4,0,3,0,4,62,21,0,0,0,0,1,0,0,35,31,0,0,0,4,294,0,0,0,0,0,0,0,0,1,1,0,19,11,4,0,4,0,0,20,314
Rajasthan,Kotputli-Behror,78,14,4,0,2,13,167,59,25,2,5,11,10,192,18,3,0,0,0,1,0,0,50,39,0,1,0,10,636,0,0,0,0,0,0,0,0,6,6,0,26,21,4,1,0,0,0,32,668
Rajasthan,Balotra,51,12,0,0,0,7,83,0,8,0,2,2,6,84,12,0,0,0,0,2,0,0,18,6,0,0,0,12,275,0,0,0,0,0,0,0,0,0,0,0,19,15,4,0,0,0,0,19,294
Rajasthan,Phalodi,25,7,0,0,0,9,78,1,6,0,1,1,5,26,7,0,2,0,0,1,0,0,12,8,0,2,0,2,174,0,0,0,0,0,0,0,0,0,0,0,21,16,4,0,1,0,0,21,195
Rajasthan,Jodhpur Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,Sanchore,42,30,0,0,1,8,36,0,52,0,0,0,5,62,30,0,0,0,0,2,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,20,19,1,0,0,0,0,20,258
Rajasthan,Neem Ka Thana,57,32,8,0,1,15,114,2,18,1,4,13,3,149,40,0,0,0,0,0,0,0,28,28,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,22,19,3,0,0,0,0,22,467
Rajasthan,Salumbar,28,11,0,0,2,0,20,23,15,0,1,10,1,49,11,0,0,0,0,0,0,0,40,40,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,19,13,4,2,0,0,0,19,219
Sikkim,Gangtok (East),3,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,8,8,0,0,0,0,18,0,0,0,0,0,0,0,0,3,3,0,17,10,6,1,0,0,0,20,38
Sikkim,Mangan (North),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,5,5
Sikkim,Namchi (South),2,0,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,27,19,5,3,0,0,0,27,44
Sikkim,Soreng (West),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,0,0,0,9,14
Sikkim,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,Pakyong (East),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,9,13
Sikkim,Gyalshing (West),2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,9,17
Tamil Nadu,Ariyalur,7,0,1,0,0,3,17,4,0,0,2,1,0,0,1,0,0,0,0,1,0,0,3,2,0,0,0,1,39,1,1,0,0,0,0,1,0,2,2,0,152,101,26,23,0,2,0,156,195
Tamil Nadu,Chennai,44,1,0,12,3,1,121,99,10,25,37,42,0,104,1,0,0,0,0,14,0,1,6,4,0,0,0,2,520,9,111,84,2,24,0,1,0,16,2,14,437,264,116,53,1,3,0,573,1093
Tamil Nadu,Coimbatore,8,0,1,0,0,0,11,0,0,0,0,0,0,13,1,0,0,0,0,6,0,0,0,0,0,0,0,0,39,1,43,0,0,0,0,43,0,1,1,0,259,202,44,13,0,0,0,304,343
Tamil Nadu,Coimbatore City,19,0,0,1,0,2,27,9,0,2,7,4,0,38,0,0,0,0,0,3,0,0,2,2,0,0,0,0,114,0,76,0,0,0,0,76,0,0,0,0,187,139,33,15,0,0,0,263,377
Tamil Nadu,Cuddalore,17,3,0,0,0,0,95,0,0,0,0,0,3,46,3,0,0,0,0,0,0,0,4,4,0,0,0,0,168,0,4,0,0,0,0,4,0,0,0,0,261,213,48,0,0,0,0,265,433
Tamil Nadu,Dharmapuri,3,0,3,0,0,1,19,4,0,0,2,1,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,44,0,3,0,0,0,0,3,0,1,1,0,218,192,20,6,0,0,0,222,266
Tamil Nadu,Dindigul,15,0,0,0,0,0,20,19,0,0,0,0,0,32,0,0,1,0,0,3,0,0,1,1,0,0,0,0,91,0,8,0,0,0,0,8,0,0,0,0,248,182,45,17,4,0,0,256,347
Tamil Nadu,Erode,5,0,1,0,0,0,17,10,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,30,0,0,0,30,0,0,1,1,0,271,228,43,0,0,0,0,303,347
Tamil Nadu,Kanchipuram,9,0,0,0,0,0,5,9,1,2,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32,1,3,0,3,0,0,0,0,2,2,0,48,31,15,2,0,0,0,54,86
Tamil Nadu,Kanyakumari,6,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,4,4,0,0,0,0,25,14,12,0,0,12,0,0,0,8,8,0,107,66,26,9,2,4,0,141,166
Tamil Nadu,Karur,9,1,0,0,0,0,3,0,1,0,1,0,0,9,1,0,0,0,0,2,0,0,1,1,0,0,0,0,27,2,6,5,0,1,0,0,1,0,0,0,68,51,11,5,1,0,0,77,104
Tamil Nadu,Krishnagiri,6,9,13,0,0,0,24,4,0,0,2,0,0,38,22,0,0,0,0,16,0,0,5,5,0,0,0,0,117,0,31,31,0,0,0,0,0,0,0,0,130,107,16,6,1,0,0,161,278
